topic-id,topic-name,layer,courses,topic-codes,lesson-paths,source-paths
3779,Boolean Functions And Logical Operations,82,MML,MML.2.3.2,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/2. Logic/2.3. Introduction to Boolean Algebra/Lessons/2.3.2. Boolean Functions And Logical Operations.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/2. Logic/2.3. Introduction to Boolean Algebra/Source/2.3.2. Boolean Functions And Logical Operations
359,The Central Limit Theorem,83,MML,MML.12.1.6,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.1. Point Estimation/Lessons/12.1.6. The Central Limit Theorem.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.1. Point Estimation/Source/12.1.6. The Central Limit Theorem
3819,Computing the Singular Values of a Matrix,83,MML,MML.7.2.2,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/7. Singular Value Decomposition/7.2. Singular Value Decomposition/Lessons/7.2.2. Computing the Singular Values of a Matrix.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/7. Singular Value Decomposition/7.2. Singular Value Decomposition/Source/7.2.2. Computing the Singular Values of a Matrix
4302,Simplifying Predicate Expressions Using De Morgan's Laws,83,MML,MML.2.2.7,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/2. Logic/2.2. Implications and Biconditionals/Lessons/2.2.7. Simplifying Predicate Expressions Using De Morgan's Laws.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/2. Logic/2.2. Implications and Biconditionals/Source/2.2.7. Simplifying Predicate Expressions Using De Morgan's Laws
260,Confidence Intervals for One Mean: Known Population Variance,84,MML,MML.12.3.1,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.3. Confidence Intervals/Lessons/12.3.1. Confidence Intervals for One Mean- Known Population Variance.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.3. Confidence Intervals/Source/12.3.1. Confidence Intervals for One Mean- Known Population Variance
3069,The Student's T-Distribution,84,MML,MML.10.6.6,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.6. Continuous Probability Distributions/Lessons/10.6.6. The Student's T-Distribution.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/10. Probability & Random Variables/10.6. Continuous Probability Distributions/Source/10.6.6. The Student's T-Distribution
3132,Singular Value Decomposition of 2x2 Matrices,84,MML,MML.7.2.3,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/7. Singular Value Decomposition/7.2. Singular Value Decomposition/Lessons/7.2.3. Singular Value Decomposition of 2x2 Matrices.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/7. Singular Value Decomposition/7.2. Singular Value Decomposition/Source/7.2.3. Singular Value Decomposition of 2x2 Matrices
3932,Point Estimates of Population Proportions,84,MML,MML.12.1.8,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.1. Point Estimation/Lessons/12.1.8. Point Estimates of Population Proportions.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.1. Point Estimation/Source/12.1.8. Point Estimates of Population Proportions
3278,Singular Value Decomposition of 2x2 Matrices With Zero or Repeated Eigenvalues,85,MML,MML.7.2.4,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/7. Singular Value Decomposition/7.2. Singular Value Decomposition/Lessons/7.2.4. Singular Value Decomposition of 2x2 Matrices With Zero or Repeated Eigenvalues.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/7. Singular Value Decomposition/7.2. Singular Value Decomposition/Source/7.2.4. Singular Value Decomposition of 2x2 Matrices With Zero or Repeated Eigenvalues
3298,Confidence Intervals for Two Means: Known and Unequal Population Variances,85,MML,MML.12.3.4,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.3. Confidence Intervals/Lessons/12.3.4. Confidence Intervals for Two Means- Known and Unequal Population Variances.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.3. Confidence Intervals/Source/12.3.4. Confidence Intervals for Two Means- Known and Unequal Population Variances
3300,Confidence Intervals for One Proportion,85,MML,MML.12.3.3,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.3. Confidence Intervals/Lessons/12.3.3. Confidence Intervals for One Proportion.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.3. Confidence Intervals/Source/12.3.3. Confidence Intervals for One Proportion
3855,Confidence Intervals for One Mean: Unknown Population Variance,85,MML,MML.12.3.2,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.3. Confidence Intervals/Lessons/12.3.2. Confidence Intervals for One Mean- Unknown Population Variance.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.3. Confidence Intervals/Source/12.3.2. Confidence Intervals for One Mean- Unknown Population Variance
3133,Singular Value Decomposition of Larger Matrices,86,MML,MML.7.2.5,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/7. Singular Value Decomposition/7.2. Singular Value Decomposition/Lessons/7.2.5. Singular Value Decomposition of Larger Matrices.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/7. Singular Value Decomposition/7.2. Singular Value Decomposition/Source/7.2.5. Singular Value Decomposition of Larger Matrices
3322,Confidence Intervals for Linear Regression Slope Parameters,86,MML,MML.12.3.5,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.3. Confidence Intervals/Lessons/12.3.5. Confidence Intervals for Linear Regression Slope Parameters.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.3. Confidence Intervals/Source/12.3.5. Confidence Intervals for Linear Regression Slope Parameters
4116,Confidence Intervals for Linear Regression Intercept Parameters,86,MML,MML.12.3.6,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.3. Confidence Intervals/Lessons/12.3.6. Confidence Intervals for Linear Regression Intercept Parameters.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/12. Parametric Inference/12.3. Confidence Intervals/Source/12.3.6. Confidence Intervals for Linear Regression Intercept Parameters
3134,Singular Value Decomposition and the Pseudoinverse Matrix,87,MML,MML.7.2.6,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/7. Singular Value Decomposition/7.2. Singular Value Decomposition/Lessons/7.2.6. Singular Value Decomposition and the Pseudoinverse Matrix.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/7. Singular Value Decomposition/7.2. Singular Value Decomposition/Source/7.2.6. Singular Value Decomposition and the Pseudoinverse Matrix
3946,The Connection Between PCA and SVD,87,MML,MML.8.3.3,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/8. Applications of Linear Algebra/8.3. Principal Component Analysis/Lessons/8.3.3. The Connection Between PCA and SVD.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/8. Applications of Linear Algebra/8.3. Principal Component Analysis/Source/8.3.3. The Connection Between PCA and SVD
5289,Feature Extraction Using PCA,88,MML,MML.8.3.4,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/8. Applications of Linear Algebra/8.3. Principal Component Analysis/Lessons/8.3.4. Feature Extraction Using PCA.md,vault/MA/Mathematical-Methods-for-Machine-Learning/MML/8. Applications of Linear Algebra/8.3. Principal Component Analysis/Source/8.3.4. Feature Extraction Using PCA
