role,layer,course,topic-id,topic-number,topic-name,md-path,src-path
lesson,69,CA2,478,1.1.8,Integrating Trigonometric Functions Using Substitution,/Users/jake/Developer/study/vault/MA/Single-Variable-Calculus/CA2/1. Integration Techniques/1.1. Integration Using Substitution/Lessons/1.1.8. Integrating Trigonometric Functions Using Substitution.md,/Users/jake/Developer/study/vault/MA/Single-Variable-Calculus/CA2/1. Integration Techniques/1.1. Integration Using Substitution/Source/1.1.8. Integrating Trigonometric Functions Using Substitution
lesson,72,CA2,1038,1.3.3,Integration Using the Double-Angle Formulas,/Users/jake/Developer/study/vault/MA/Single-Variable-Calculus/CA2/1. Integration Techniques/1.3. Integration Using Trigonometric Identities/Lessons/1.3.3. Integration Using the Double-Angle Formulas.md,/Users/jake/Developer/study/vault/MA/Single-Variable-Calculus/CA2/1. Integration Techniques/1.3. Integration Using Trigonometric Identities/Source/1.3.3. Integration Using the Double-Angle Formulas
prerequisite,42,MF3,271,5.4.4,The Double-Angle Formula for Sine,vault/MA/Mathematical-Foundations/MF3/5. Trigonometry/5.4. The Sum and Difference Formulas/Lessons/5.4.4. The Double-Angle Formula for Sine.md,vault/MA/Mathematical-Foundations/MF3/5. Trigonometry/5.4. The Sum and Difference Formulas/Source/5.4.4. The Double-Angle Formula for Sine
prerequisite,42,MF3,831,5.4.5,The Double-Angle Formula for Cosine,vault/MA/Mathematical-Foundations/MF3/5. Trigonometry/5.4. The Sum and Difference Formulas/Lessons/5.4.5. The Double-Angle Formula for Cosine.md,vault/MA/Mathematical-Foundations/MF3/5. Trigonometry/5.4. The Sum and Difference Formulas/Source/5.4.5. The Double-Angle Formula for Cosine
prerequisite,50,MF3,1159,10.1.4,Calculating Definite Integrals Using Substitution,vault/MA/Mathematical-Foundations/MF3/10. Integration Techniques/10.1. Integration Using Substitution/Lessons/10.1.4. Calculating Definite Integrals Using Substitution.md,vault/MA/Mathematical-Foundations/MF3/10. Integration Techniques/10.1. Integration Using Substitution/Source/10.1.4. Calculating Definite Integrals Using Substitution
prerequisite,53,MF3,1037,10.2.2,Integration Using the Pythagorean Identities,vault/MA/Mathematical-Foundations/MF3/10. Integration Techniques/10.2. Integration Using Trigonometric Identities/Lessons/10.2.2. Integration Using the Pythagorean Identities.md,vault/MA/Mathematical-Foundations/MF3/10. Integration Techniques/10.2. Integration Using Trigonometric Identities/Source/10.2.2. Integration Using the Pythagorean Identities
