row-order,course,course-code,course-profile-mastery-percent,unit,module,topic-id,topic-code,topic-number,topic-name,course-map-index,layer,profile-role,relation-to-334,pre-334-order,min-steps-to-334,max-steps-to-334,direct-prerequisite-ids,direct-profile-topic-ids,estimated-remaining-topic-weight,completed,last-completed-at,mastery-status,mastery-evidence,queue-position,queue-course,queue-prerequisite-for
269,Calculus II,CA2,5,3. Parametric & Polar Equations,3.3. The Planar Motion of a Particle,826,CA2.3.3.3,3.3.3,Finding Velocity Vectors in Two Dimensions Using Integration,79,73,calculus-ii-topic,later-calculus-ii-topic,,,,825;1085;3582,825;1085;3582,0.95,0,,unresolved,,,,
270,Calculus II,CA2,5,3. Parametric & Polar Equations,3.3. The Planar Motion of a Particle,648,CA2.3.3.4,3.3.4,Finding Displacement Vectors in Two Dimensions Using Integration,80,74,calculus-ii-topic,later-calculus-ii-topic,,,,826;3576,826;3576,0.95,0,,unresolved,,,,
271,Calculus II,CA2,5,3. Parametric & Polar Equations,3.3. The Planar Motion of a Particle,3340,CA2.3.3.5,3.3.5,Applying Newton's Second Law in the Plane,81,74,calculus-ii-topic,later-calculus-ii-topic,,,,825;826;2722,825;826;2722,0.95,0,,unresolved,,,,
272,Calculus II,CA2,5,3. Parametric & Polar Equations,3.4. Polar Coordinates,998,CA2.3.4.1,3.4.1,Differentiating Curves Given in Polar Form,82,64,calculus-ii-topic,later-calculus-ii-topic,,,,431;936,431;936,0.95,0,,unresolved,,,,
273,Calculus II,CA2,5,3. Parametric & Polar Equations,3.4. Polar Coordinates,3854,CA2.3.4.2,3.4.2,Further Differentiation of Curves Given in Polar Form,83,65,calculus-ii-topic,later-calculus-ii-topic,,,,271;831;998,271;831;998,0.95,0,,unresolved,,,,
274,Calculus II,CA2,5,3. Parametric & Polar Equations,3.4. Polar Coordinates,3584,CA2.3.4.3,3.4.3,Horizontal and Vertical Tangents to Polar Curves,84,68,calculus-ii-topic,later-calculus-ii-topic,,,,752;947;998;1471,752;947;998;1471,0.95,0,,unresolved,,,,
275,Calculus II,CA2,5,3. Parametric & Polar Equations,3.4. Polar Coordinates,3895,CA2.3.4.4,3.4.4,Horizontal and Vertical Tangents to Polar Curves in Non-Differentiable Cases,85,69,calculus-ii-topic,later-calculus-ii-topic,,,,463;3584,463;3584,0.95,0,,unresolved,,,,
276,Calculus II,CA2,5,3. Parametric & Polar Equations,3.4. Polar Coordinates,3834,CA2.3.4.5,3.4.5,Tangent and Normal Lines to Polar Curves,86,65,calculus-ii-topic,later-calculus-ii-topic,,,,799;998,799;998,0.95,0,,unresolved,,,,
277,Calculus II,CA2,5,3. Parametric & Polar Equations,3.4. Polar Coordinates,1000,CA2.3.4.6,3.4.6,Finding the Area of a Polar Region,87,73,calculus-ii-topic,later-calculus-ii-topic,,,,1038;2173,1038;2173,0.95,0,,unresolved,,,,
278,Calculus II,CA2,5,3. Parametric & Polar Equations,3.4. Polar Coordinates,1345,CA2.3.4.7,3.4.7,Finding the Limits of Integration For a Given Polar Region,88,74,calculus-ii-topic,later-calculus-ii-topic,,,,919;921;1000,919;921;1000,0.95,0,,unresolved,,,,
279,Calculus II,CA2,5,3. Parametric & Polar Equations,3.4. Polar Coordinates,2833,CA2.3.4.8,3.4.8,The Total Area Bounded by a Single Polar Curve,89,75,calculus-ii-topic,later-calculus-ii-topic,,,,1345,1345,0.95,0,,unresolved,,,,
280,Calculus II,CA2,5,3. Parametric & Polar Equations,3.4. Polar Coordinates,1001,CA2.3.4.9,3.4.9,The Area Bounded by Two Polar Curves,90,76,calculus-ii-topic,later-calculus-ii-topic,,,,1274;2833,1274;2833,0.95,0,,unresolved,,,,
281,Calculus II,CA2,5,3. Parametric & Polar Equations,3.4. Polar Coordinates,999,CA2.3.4.10,3.4.10,The Arc Length of a Polar Curve,91,72,calculus-ii-topic,later-calculus-ii-topic,,,,760;3854,760;3854,0.95,0,,unresolved,,,,
282,Calculus II,CA2,5,4. Sequences & Series,4.1. Sequences,1087,CA2.4.1.1,4.1.1,Limits of Sequences,92,56,calculus-ii-topic,later-calculus-ii-topic,,,,1903;2271,1903,0.95,0,,unresolved,,,,
283,Calculus II,CA2,5,4. Sequences & Series,4.1. Sequences,1088,CA2.4.1.2,4.1.2,Convergence of Geometric Sequences,93,46,calculus-ii-topic,later-calculus-ii-topic,,,,680;2048,,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
284,Calculus II,CA2,5,4. Sequences & Series,4.1. Sequences,3838,CA2.4.1.3,4.1.3,Further Convergence of Geometric Sequences,94,61,calculus-ii-topic,later-calculus-ii-topic,,,,1088;1417;1495;2982,1088;1495;2982,0.95,0,,unresolved,,,,
285,Calculus II,CA2,5,4. Sequences & Series,4.1. Sequences,1089,CA2.4.1.4,4.1.4,Limits of Sequences With Factorials,95,57,calculus-ii-topic,later-calculus-ii-topic,,,,1087;3710,1087;3710,0.95,0,,unresolved,,,,
286,Calculus II,CA2,5,4. Sequences & Series,4.1. Sequences,1245,CA2.4.1.5,4.1.5,Determining Limits of Sequences Using Relative Magnitudes,96,60,calculus-ii-topic,later-calculus-ii-topic,,,,607;1087,607;1087,0.95,0,,unresolved,,,,
287,Calculus II,CA2,5,4. Sequences & Series,4.1. Sequences,3539,CA2.4.1.6,4.1.6,Further Determining Limits of Sequences Using Relative Magnitudes,97,61,calculus-ii-topic,later-calculus-ii-topic,,,,1245,1245,0.95,0,,unresolved,,,,
288,Calculus II,CA2,5,4. Sequences & Series,4.2. Monotonic Sequences,1096,CA2.4.2.1,4.2.1,Monotonic Sequences,98,43,calculus-ii-topic,later-calculus-ii-topic,,,,371;774;1628;2271;4034,371;774,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
289,Calculus II,CA2,5,4. Sequences & Series,4.2. Monotonic Sequences,3844,CA2.4.2.2,4.2.2,Identifying Monotonic Sequences Using Differentiation,99,69,calculus-ii-topic,later-calculus-ii-topic,,,,1096;1359;2982;3355,1096;1359;2982;3355,0.95,0,,unresolved,,,,
290,Calculus II,CA2,5,4. Sequences & Series,4.2. Monotonic Sequences,3861,CA2.4.2.3,4.2.3,Identifying Monotonic Sequences Using Ratios,100,44,calculus-ii-topic,later-calculus-ii-topic,,,,323;1096;1428;3710,323;1096;3710,0.00,1,2026-07-27 19:59,completed,activity-history,,,
291,Calculus II,CA2,5,4. Sequences & Series,4.3. Infinite Series,981,CA2.4.3.1,4.3.1,Infinite Series and Partial Sums,101,50,calculus-ii-topic,later-calculus-ii-topic,,,,675;690,675;690,0.00,1,2026-08-05 14:04,completed,activity-history,,,
292,Calculus II,CA2,5,4. Sequences & Series,4.3. Infinite Series,982,CA2.4.3.2,4.3.2,Convergent and Divergent Infinite Series,102,51,calculus-ii-topic,later-calculus-ii-topic,,,,165;981;1088,165;981;1088,0.00,1,2026-07-29 09:40,completed,activity-history,,,
293,Calculus II,CA2,5,4. Sequences & Series,4.3. Infinite Series,983,CA2.4.3.3,4.3.3,Properties of Infinite Series,103,52,calculus-ii-topic,later-calculus-ii-topic,,,,982;3958,982;3958,0.00,1,2026-08-05 13:07,completed,activity-history,,,
294,Calculus II,CA2,5,4. Sequences & Series,4.3. Infinite Series,4052,CA2.4.3.4,4.3.4,Further Properties of Infinite Series,104,53,calculus-ii-topic,later-calculus-ii-topic,,,,983,983,0.00,1,2026-07-29 15:41,completed,activity-history,,,
295,Calculus II,CA2,5,4. Sequences & Series,4.3. Infinite Series,1176,CA2.4.3.5,4.3.5,Telescoping Series,105,52,calculus-ii-topic,later-calculus-ii-topic,,,,982;1060,982;1060,0.95,0,,unresolved,,,,
296,Calculus II,CA2,5,4. Sequences & Series,4.4. Geometric Series,691,CA2.4.4.1,4.4.1,Finding the Sum of an Infinite Geometric Series,106,51,calculus-ii-topic,later-calculus-ii-topic,,,,981,981,0.00,1,2026-08-05 12:54,completed,activity-history,,,
297,Calculus II,CA2,5,4. Sequences & Series,4.4. Geometric Series,686,CA2.4.4.2,4.4.2,Writing an Infinite Geometric Series in Sigma Notation,107,51,calculus-ii-topic,later-calculus-ii-topic,,,,981,981,0.00,1,2026-07-24 21:52,completed,activity-history,,,
298,Calculus II,CA2,5,4. Sequences & Series,4.4. Geometric Series,1020,CA2.4.4.3,4.4.3,Sums of Infinite Geometric Series Given in Sigma Notation,108,52,calculus-ii-topic,later-calculus-ii-topic,,,,686;691,686;691,0.00,1,2026-08-05 12:26,completed,activity-history,,,
299,Calculus II,CA2,5,4. Sequences & Series,4.4. Geometric Series,684,CA2.4.4.4,4.4.4,Convergence of Geometric Series,109,62,calculus-ii-topic,later-calculus-ii-topic,,,,686;2857;3838,686;2857;3838,0.95,0,,unresolved,,,,
300,Calculus II,CA2,5,4. Sequences & Series,4.4. Geometric Series,689,CA2.4.4.5,4.4.5,Repeating Decimals as Infinite Geometric Series,110,52,calculus-ii-topic,later-calculus-ii-topic,,,,686,686,0.95,0,,unresolved,,,,
301,Calculus II,CA2,5,4. Sequences & Series,4.5. Infinite Series Convergence Tests,743,CA2.4.5.1,4.5.1,The Nth Term Test for Divergence,111,62,calculus-ii-topic,later-calculus-ii-topic,,,,982;1089;3539,982;1089;3539,0.95,0,,unresolved,,,,
302,Calculus II,CA2,5,4. Sequences & Series,4.5. Infinite Series Convergence Tests,744,CA2.4.5.2,4.5.2,The Integral Test,112,70,calculus-ii-topic,later-calculus-ii-topic,,,,477;758;982;1281;1359,477;758;982;1281;1359,0.95,0,,unresolved,,,,
303,Calculus II,CA2,5,4. Sequences & Series,4.5. Infinite Series Convergence Tests,1173,CA2.4.5.3,4.5.3,The Remainder Estimate for the Integral Test,113,71,calculus-ii-topic,later-calculus-ii-topic,,,,744,744,0.95,0,,unresolved,,,,
304,Calculus II,CA2,5,4. Sequences & Series,4.5. Infinite Series Convergence Tests,860,CA2.4.5.4,4.5.4,Harmonic Series and p-Series,114,54,calculus-ii-topic,later-calculus-ii-topic,,,,350;380;4052,380;4052,0.00,1,2026-08-06 11:19,completed,activity-history,,,
305,Calculus II,CA2,5,4. Sequences & Series,4.5. Infinite Series Convergence Tests,745,CA2.4.5.5,4.5.5,The Comparison Test,115,63,calculus-ii-topic,later-calculus-ii-topic,,,,684;743;860,684;743;860,0.95,0,,unresolved,,,,
306,Calculus II,CA2,5,4. Sequences & Series,4.5. Infinite Series Convergence Tests,750,CA2.4.5.6,4.5.6,The Limit Comparison Test,116,64,calculus-ii-topic,later-calculus-ii-topic,,,,436;745,745,0.95,0,,unresolved,,,,
307,Calculus II,CA2,5,4. Sequences & Series,4.5. Infinite Series Convergence Tests,747,CA2.4.5.7,4.5.7,The Alternating Series Test,117,70,calculus-ii-topic,later-calculus-ii-topic,,,,982;3539;3844;3861,982;3539;3844;3861,0.95,0,,unresolved,,,,
308,Calculus II,CA2,5,4. Sequences & Series,4.5. Infinite Series Convergence Tests,746,CA2.4.5.8,4.5.8,The Ratio Test,118,61,calculus-ii-topic,later-calculus-ii-topic,,,,436;982;1089;1245,982;1089;1245,0.95,0,,unresolved,,,,
309,Calculus II,CA2,5,4. Sequences & Series,4.5. Infinite Series Convergence Tests,749,CA2.4.5.9,4.5.9,The Root Test,119,57,calculus-ii-topic,later-calculus-ii-topic,,,,982;1087;1417;3710,982;1087;3710,0.95,0,,unresolved,,,,
310,Calculus II,CA2,5,4. Sequences & Series,4.5. Infinite Series Convergence Tests,748,CA2.4.5.10,4.5.10,Absolute and Conditional Convergence,120,71,calculus-ii-topic,later-calculus-ii-topic,,,,746;747;750,746;747;750,0.95,0,,unresolved,,,,
311,Calculus II,CA2,5,4. Sequences & Series,4.5. Infinite Series Convergence Tests,1174,CA2.4.5.11,4.5.11,The Alternating Series Error Bound,121,71,calculus-ii-topic,later-calculus-ii-topic,,,,747,747,0.95,0,,unresolved,,,,
312,Calculus II,CA2,5,4. Sequences & Series,4.5. Infinite Series Convergence Tests,3858,CA2.4.5.12,4.5.12,Determining Convergence Parameters for Infinite Series,122,71,calculus-ii-topic,later-calculus-ii-topic,,,,684;747;860,684;747;860,0.95,0,,unresolved,,,,
313,Calculus II,CA2,5,4. Sequences & Series,4.5. Infinite Series Convergence Tests,1172,CA2.4.5.13,4.5.13,Selecting Procedures for Analyzing Infinite Series,123,71,calculus-ii-topic,later-calculus-ii-topic,,,,744;746;747;750,744;746;747;750,0.95,0,,unresolved,,,,
314,Calculus II,CA2,5,4. Sequences & Series,4.6. Taylor Polynomials,1177,CA2.4.6.1,4.6.1,Second-Degree Taylor Polynomials,124,71,calculus-ii-topic,later-calculus-ii-topic,,,,281;621,281;621,0.95,0,,unresolved,,,,
315,Calculus II,CA2,5,4. Sequences & Series,4.6. Taylor Polynomials,3825,CA2.4.6.2,4.6.2,Analyzing Second-Degree Taylor Polynomials,125,72,calculus-ii-topic,later-calculus-ii-topic,,,,1177;3846,1177;3846,0.95,0,,unresolved,,,,
316,Calculus II,CA2,5,4. Sequences & Series,4.6. Taylor Polynomials,1222,CA2.4.6.3,4.6.3,Third-Degree Taylor Polynomials,126,73,calculus-ii-topic,later-calculus-ii-topic,,,,3825,3825,0.95,0,,unresolved,,,,
317,Calculus II,CA2,5,4. Sequences & Series,4.6. Taylor Polynomials,3771,CA2.4.6.4,4.6.4,Higher-Degree Taylor Polynomials,127,74,calculus-ii-topic,later-calculus-ii-topic,,,,1222,1222,0.95,0,,unresolved,,,,
318,Calculus II,CA2,5,4. Sequences & Series,4.6. Taylor Polynomials,1080,CA2.4.6.5,4.6.5,The Lagrange Error Bound,128,75,calculus-ii-topic,later-calculus-ii-topic,,,,3771;6351,3771,0.95,0,,unresolved,,,,
319,Calculus II,CA2,5,4. Sequences & Series,4.7. Taylor Series,984,CA2.4.7.1,4.7.1,Radius of Convergence of Power Series Centered at the Origin,129,72,calculus-ii-topic,later-calculus-ii-topic,,,,1172,1172,0.95,0,,unresolved,,,,
320,Calculus II,CA2,5,4. Sequences & Series,4.7. Taylor Series,3560,CA2.4.7.2,4.7.2,Radius of Convergence of Power Series,130,73,calculus-ii-topic,later-calculus-ii-topic,,,,984,984,0.95,0,,unresolved,,,,
321,Calculus II,CA2,5,4. Sequences & Series,4.7. Taylor Series,340,CA2.4.7.3,4.7.3,Maclaurin Series,131,75,calculus-ii-topic,later-calculus-ii-topic,,,,982;3771,982;3771,0.95,0,,unresolved,,,,
322,Calculus II,CA2,5,4. Sequences & Series,4.7. Taylor Series,3826,CA2.4.7.4,4.7.4,Taylor Series,132,76,calculus-ii-topic,later-calculus-ii-topic,,,,340,340,0.95,0,,unresolved,,,,
323,Calculus II,CA2,5,4. Sequences & Series,4.7. Taylor Series,885,CA2.4.7.5,4.7.5,Representing Functions as Power Series,133,77,calculus-ii-topic,later-calculus-ii-topic,,,,30;347;684;691;3826,684;691;3826,0.95,0,,unresolved,,,,
324,Calculus II,CA2,5,4. Sequences & Series,4.7. Taylor Series,884,CA2.4.7.6,4.7.6,Recognizing Standard Maclaurin Series,134,78,calculus-ii-topic,later-calculus-ii-topic,,,,885,885,0.95,0,,unresolved,,,,
325,Calculus II,CA2,5,4. Sequences & Series,4.7. Taylor Series,3573,CA2.4.7.7,4.7.7,Recognizing Standard Maclaurin Series for Trigonometric Functions,135,79,calculus-ii-topic,later-calculus-ii-topic,,,,884,884,0.95,0,,unresolved,,,,
326,Calculus II,CA2,5,4. Sequences & Series,4.7. Taylor Series,36,CA2.4.7.8,4.7.8,Differentiating Taylor Series,136,77,calculus-ii-topic,later-calculus-ii-topic,,,,984;3826,984;3826,0.95,0,,unresolved,,,,
327,Calculus II,CA2,5,4. Sequences & Series,4.7. Taylor Series,886,CA2.4.7.9,4.7.9,Approximating Integrals Using Taylor Series,137,78,calculus-ii-topic,later-calculus-ii-topic,,,,885;1685,885;1685,0.95,0,,unresolved,,,,
328,Calculus II,CA2,5,5. Differential Equations,5.1. Introduction to Differential Equations,3215,CA2.5.1.1,5.1.1,Introduction to Differential Equations,138,58,calculus-ii-topic,later-calculus-ii-topic,,,,281,281,0.00,1,2026-08-05 13:04,completed,activity-history;queue-checkmark,,,1
329,Calculus II,CA2,5,5. Differential Equations,5.1. Introduction to Differential Equations,1181,CA2.5.1.2,5.1.2,Verifying Solutions of Differential Equations,139,61,calculus-ii-topic,parallel-queue-topic,,,,305;1007;3215,305;1007;3215,0.95,0,,unresolved,,1,Calculus II,
330,Calculus II,CA2,5,5. Differential Equations,5.1. Introduction to Differential Equations,1061,CA2.5.1.3,5.1.3,Solving First-Order ODEs Using Direct Integration,140,71,calculus-ii-topic,later-calculus-ii-topic,,,,478;1181;3770,478;1181;3770,0.95,0,,unresolved,,,,
331,Calculus II,CA2,5,5. Differential Equations,5.1. Introduction to Differential Equations,466,CA2.5.1.4,5.1.4,Solving First-Order ODEs Using Separation of Variables,141,72,calculus-ii-topic,later-calculus-ii-topic,,,,1061,1061,0.95,0,,unresolved,,,,
332,Calculus II,CA2,5,5. Differential Equations,5.1. Introduction to Differential Equations,1179,CA2.5.1.5,5.1.5,Solving First-Order IVPs Using Separation of Variables,142,73,calculus-ii-topic,later-calculus-ii-topic,,,,466,466,0.95,0,,unresolved,,,,
333,Calculus II,CA2,5,5. Differential Equations,5.1. Introduction to Differential Equations,2023,CA2.5.1.6,5.1.6,Modeling With First-Order ODEs,143,63,calculus-ii-topic,later-calculus-ii-topic,,,,620;2274;3215;3664,620;3215,0.95,0,,unresolved,,,,
334,Calculus II,CA2,5,5. Differential Equations,5.1. Introduction to Differential Equations,3860,CA2.5.1.7,5.1.7,Further Modeling With First-Order ODEs,144,67,calculus-ii-topic,later-calculus-ii-topic,,,,287;365;459;2023,287;365;2023,0.95,0,,unresolved,,,,
335,Calculus II,CA2,5,5. Differential Equations,5.2. Qualitative Techniques for Differential Equations,2976,CA2.5.2.1,5.2.1,Qualitative Analysis of First-Order ODEs,145,72,calculus-ii-topic,later-calculus-ii-topic,,,,57;339;1046;1181,57;339;1046;1181,0.95,0,,unresolved,,,,
336,Calculus II,CA2,5,5. Differential Equations,5.2. Qualitative Techniques for Differential Equations,3184,CA2.5.2.2,5.2.2,Equilibrium Solutions of First-Order ODEs,146,73,calculus-ii-topic,later-calculus-ii-topic,,,,2976,2976,0.95,0,,unresolved,,,,
337,Calculus II,CA2,5,5. Differential Equations,5.3. Modeling Exponential Growth and Decay With Differential Equations,876,CA2.5.3.1,5.3.1,Exponential Growth and Decay Models With First-Order ODEs,147,74,calculus-ii-topic,later-calculus-ii-topic,,,,237;1179;2023;2466,237;1179;2023,0.95,0,,unresolved,,,,
338,Calculus II,CA2,5,5. Differential Equations,5.3. Modeling Exponential Growth and Decay With Differential Equations,3672,CA2.5.3.2,5.3.2,Exponential Growth and Decay Models With First-Order ODEs: Calculating Unknown Times and Initial Values,148,75,calculus-ii-topic,later-calculus-ii-topic,,,,876,876,0.95,0,,unresolved,,,,
339,Calculus II,CA2,5,5. Differential Equations,5.3. Modeling Exponential Growth and Decay With Differential Equations,3673,CA2.5.3.3,5.3.3,Exponential Growth and Decay Models With First-Order ODEs: Half-Life Problems,149,76,calculus-ii-topic,later-calculus-ii-topic,,,,3672,3672,0.95,0,,unresolved,,,,
340,Calculus II,CA2,5,5. Differential Equations,5.4. Modeling Logistic Growth With Differential Equations,1163,CA2.5.4.1,5.4.1,Logistic Growth Models With First-Order ODEs,150,75,calculus-ii-topic,later-calculus-ii-topic,,,,876,876,0.95,0,,unresolved,,,,
341,Calculus II,CA2,5,5. Differential Equations,5.4. Modeling Logistic Growth With Differential Equations,3551,CA2.5.4.2,5.4.2,Qualitative Analysis of the Logistic Growth Equation,151,76,calculus-ii-topic,later-calculus-ii-topic,,,,1163;3184,1163;3184,0.95,0,,unresolved,,,,
342,Calculus II,CA2,5,5. Differential Equations,5.4. Modeling Logistic Growth With Differential Equations,3674,CA2.5.4.3,5.4.3,Solving the Logistic Growth Equation,152,76,calculus-ii-topic,later-calculus-ii-topic,,,,1163,1163,0.95,0,,unresolved,,,,
343,Calculus II,CA2,5,5. Differential Equations,5.5. Slope Fields,3276,CA2.5.5.1,5.5.1,Slope Fields for Directly Integrable Differential Equations,153,73,calculus-ii-topic,later-calculus-ii-topic,,,,2976,2976,0.95,0,,unresolved,,,,
344,Calculus II,CA2,5,5. Differential Equations,5.5. Slope Fields,3351,CA2.5.5.2,5.5.2,Slope Fields for Autonomous Differential Equations,154,74,calculus-ii-topic,later-calculus-ii-topic,,,,3276,3276,0.95,0,,unresolved,,,,
345,Calculus II,CA2,5,5. Differential Equations,5.5. Slope Fields,3352,CA2.5.5.3,5.5.3,Slope Fields for Nonautonomous Differential Equations,155,75,calculus-ii-topic,later-calculus-ii-topic,,,,3351;3684,3351;3684,0.95,0,,unresolved,,,,
346,Calculus II,CA2,5,5. Differential Equations,5.5. Slope Fields,3219,CA2.5.5.4,5.5.4,Analyzing Slope Fields for Directly Integrable Differential Equations,156,74,calculus-ii-topic,later-calculus-ii-topic,,,,1903;3276;3355,1903;3276;3355,0.95,0,,unresolved,,,,
347,Calculus II,CA2,5,5. Differential Equations,5.5. Slope Fields,3220,CA2.5.5.5,5.5.5,Analyzing Slope Fields for Autonomous Differential Equations,157,75,calculus-ii-topic,later-calculus-ii-topic,,,,1903;3184;3351;3355,1903;3184;3351;3355,0.95,0,,unresolved,,,,
348,Calculus II,CA2,5,5. Differential Equations,5.5. Slope Fields,3350,CA2.5.5.6,5.5.6,Analyzing Slope Fields for Nonautonomous Differential Equations,158,76,calculus-ii-topic,later-calculus-ii-topic,,,,3219;3220;3352,3219;3220;3352,0.95,0,,unresolved,,,,
349,Calculus II,CA2,5,5. Differential Equations,5.6. Numerical Solutions of Differential Equations,602,CA2.5.6.1,5.6.1,Euler's Method: Calculating One Step,159,73,calculus-ii-topic,later-calculus-ii-topic,,,,621;2976,621;2976,0.95,0,,unresolved,,,,
