classification,category-sequence,union-sequence,topic-id,topic-name,course-code,topic-code,topic-number,unit,module,course-map-index,layer,prerequisite-for-target-ids,steps-to-targets,direct-prerequisite-ids,direct-included-prerequisite-ids,completed-at,equivalent-evidence-kinds,equivalent-evidence-distance,equivalent-evidence-topic-ids,equivalent-evidence-topic-names
equivalent,371,379,1588,Analyzing and Interpreting Graphs of Linear Equations,AG1,AG1.2.2.3,2.2.3,2. Two-Variable Equations & Inequalities,2.2. Modeling With Two-Variable Linear Equations,,39,334;331;443;1159,334:12;331:13;443:14;1159:13,653;1240;2231,653;1240;2231,,queue-checkmark,1,1589,Distance-Time Graphs
equivalent,372,380,2275,The Difference of Squares Formula,AG1,AG1.9.1.11,9.1.11,9. Polynomials,9.1. Polynomials,,39,334;331;443;1159,334:10;331:11;443:12;1159:11,371;2012,371;2012,,activity-history,2,660,Factoring Higher-Order Polynomials as a Difference of Squares
equivalent,373,383,3535,Reflections of Figures Across Arbitrary Lines,MF2,MF2.8.2.5,8.2.5,8. Geometry,8.2. Geometric Transformations,187,39,1159,1159:10,97;1518,97;1518,,activity-history,6,1259,General Solutions of Trigonometric Equations With Transformed Functions
equivalent,374,384,609,The Trigonometric Ratios,MF2,MF2.9.1.2,9.1.2,9. Trigonometry,9.1. Introduction to Trigonometry,212,39,1159,1159:13,1318;1597;2234;3555,1318;1597;2234;3555,,activity-history,3,167,Negative Angles in the Coordinate Plane
equivalent,375,385,1321,Exterior Angles of Polygons,PAL,PAL.6.5.3,6.5.3,6. Geometry,6.5. Polygons,172,40,1159,1159:11,1319;1458,1319;1458,,activity-history,6,167,Negative Angles in the Coordinate Plane
equivalent,376,386,354,Solving Many-Variable Equations,AG1,AG1.1.1.4,1.1.4,1. Equations & Inequalities,1.1. Linear Equations,4,40,1159,1159:7,3752,3752,,activity-history,2,459,The Distance Formula
equivalent,377,387,839,Equations of Lines in Standard Form,AG1,AG1.2.1.4,2.1.4,2. Two-Variable Equations & Inequalities,2.1. Graphs of Linear Equations,29,40,1159,1159:9,398;418;2558,398;418;2558,,activity-history,3,987,Calculating the Equation of a Normal Line Using Differentiation
equivalent,378,388,352,Factoring Perfect Square Trinomials,AG1,AG1.9.2.3,9.2.3,9. Polynomials,9.2. Factoring Polynomials,,40,334;331;443;1159,334:10;331:11;443:12;1159:8,360,360,,activity-history,3,480,Solving Polynomial Equations Using the GCF
equivalent,379,389,370,Factoring Differences of Squares,AG1,AG1.9.2.5,9.2.5,9. Polynomials,9.2. Factoring Polynomials,,40,334;331;443;1159,334:9;331:10;443:11;1159:10,2275,2275,,activity-history,1,660,Factoring Higher-Order Polynomials as a Difference of Squares
equivalent,380,390,1424,The Zero Product Rule for Solving Quadratic Equations,AG1,AG1.10.1.4,10.1.4,10. Quadratic Equations & Functions,10.1. Quadratic Equations,,40,334;331;443;1159,334:9;331:10;443:11;1159:10,67;813,67;813,,activity-history;activity-history,2,410;480,Solving Systems of Nonlinear Equations;Solving Polynomial Equations Using the GCF
equivalent,381,391,3765,Further Modeling With Linear Equations in Two Variables,AG1,AG1.2.2.4,2.2.4,2. Two-Variable Equations & Inequalities,2.2. Modeling With Two-Variable Linear Equations,,40,334;331;443;1159,334:11;331:12;443:13;1159:12,398;653;1588,398;653;1588,,activity-history,7,296,Interpreting the Meaning of the Derivative in Context
equivalent,382,392,3821,Graphs of Functions,AG1,AG1.6.1.3,6.1.3,6. Functions,6.1. Functions,,40,334;331;443;1159,334:9;331:7;443:8;1159:8,631,631,,activity-history;activity-history;activity-history,2,84;1532;1609,Graphs of General Quadratic Functions;Graphing Logarithmic Functions;Properties of Transformed Exponential Functions
equivalent,383,394,1322,Regular Polygons,PAL,PAL.6.5.5,6.5.5,6. Geometry,6.5. Polygons,174,41,1159,1159:10,1321;1462,1321;1462,,activity-history,5,167,Negative Angles in the Coordinate Plane
equivalent,384,395,3725,Properties of Lines Given in Standard Form,AG1,AG1.2.1.5,2.1.5,2. Two-Variable Equations & Inequalities,2.1. Graphs of Linear Equations,30,41,1159,1159:9,839,839,,activity-history,3,987,Calculating the Equation of a Normal Line Using Differentiation
equivalent,385,396,408,Calculating the Intersection of Two Lines,AG1,AG1.2.3.8,2.3.8,2. Two-Variable Equations & Inequalities,2.3. Systems of Equations,46,41,1159,1159:8,487;839;4236,487;839;4236,,activity-history,2,987,Calculating the Equation of a Normal Line Using Differentiation
equivalent,386,397,2022,The Roots of a Function,AG1,AG1.6.1.10,6.1.10,6. Functions,6.1. Functions,100,41,1159,1159:7,3821,3821,,activity-history;activity-history;activity-history,1,84;1532;1609,Graphs of General Quadratic Functions;Graphing Logarithmic Functions;Properties of Transformed Exponential Functions
equivalent,387,398,89,Factoring Trinomials,AG1,AG1.9.2.6,9.2.6,9. Polynomials,9.2. Factoring Polynomials,,41,334;331;443;1159,334:11;331:12;443:13;1159:9,352;353;370,352;353;370,,activity-history;activity-history;activity-history;activity-history,4,116;410;480;807,Solving Radical Equations;Solving Systems of Nonlinear Equations;Solving Polynomial Equations Using the GCF;Vertical Asymptotes of Rational Functions
equivalent,388,399,382,Factoring Perfect Square Trinomials With Leading Coefficients,AG1,AG1.9.2.4,9.2.4,9. Polynomials,9.2. Factoring Polynomials,,41,334;331;443;1159,334:9;331:10;443:11;1159:7,352,352,,activity-history,2,480,Solving Polynomial Equations Using the GCF
equivalent,389,400,393,Solving Quadratic Equations with No Constant Term,AG1,AG1.10.1.6,10.1.6,10. Quadratic Equations & Functions,10.1. Quadratic Equations,,41,334;331;443;1159,334:8;331:9;443:10;1159:9,353;1424,353;1424,,activity-history,1,410,Solving Systems of Nonlinear Equations
equivalent,390,401,394,Solving Quadratic Equations Using a Difference of Squares,AG1,AG1.10.1.5,10.1.5,10. Quadratic Equations & Functions,10.1. Quadratic Equations,,41,334;331;443;1159,334:8;331:9;443:10;1159:9,370;430;1424,370;430;1424,,activity-history,1,480,Solving Polynomial Equations Using the GCF
equivalent,391,402,802,The Domain of a Function,AG1,AG1.6.1.4,6.1.4,6. Functions,6.1. Functions,,41,334;331;443;1159,334:10;331:6;443:7;1159:8,458;3821,458;3821,,activity-history;activity-history;queue-checkmark;activity-history,2,268;982;1589;2148,Finding Trigonometric Ratios of Special Angles Using the Unit Circle;Convergent and Divergent Infinite Series;Distance-Time Graphs;Periodic Functions
equivalent,392,403,2220,Modeling With Linear Functions,AG1,AG1.6.1.13,6.1.13,6. Functions,6.1. Functions,,41,334;331;443;1159,334:10;331:11;443:12;1159:11,470;3765,470;3765,,activity-history,6,296,Interpreting the Meaning of the Derivative in Context
equivalent,393,404,1251,Vertical Translations of Functions,AG2,AG2.3.2.1,3.2.1,3. Functions,3.2. Graph Transformations of Functions,54,41,1159,1159:8,3821,3821,,activity-history;activity-history,3,1609;1707,Properties of Transformed Exponential Functions;Combining Graph Transformations of Logarithmic Functions
equivalent,394,405,1252,Vertical Stretches of Functions,AG2,AG2.3.2.3,3.2.3,3. Functions,3.2. Graph Transformations of Functions,56,41,1159,1159:8,3821,3821,,activity-history,2,1707,Combining Graph Transformations of Logarithmic Functions
equivalent,395,406,1586,Horizontal Stretches of Functions,AG2,AG2.3.2.4,3.2.4,3. Functions,3.2. Graph Transformations of Functions,57,41,1159,1159:8,3821,3821,,activity-history,2,1707,Combining Graph Transformations of Logarithmic Functions
equivalent,396,407,1150,Vertical Reflections of Functions,AG2,AG2.3.2.8,3.2.8,3. Functions,3.2. Graph Transformations of Functions,61,41,1159,1159:8,3821,3821,,activity-history,2,141,Finding Points on Transformed Curves
equivalent,397,408,1585,Horizontal Reflections of Functions,AG2,AG2.3.2.9,3.2.9,3. Functions,3.2. Graph Transformations of Functions,62,41,1159,1159:8,3821,3821,,activity-history,2,141,Finding Points on Transformed Curves
equivalent,398,409,441,Factoring Sums and Differences of Cubes,AG2,AG2.2.2.4,2.2.4,2. Polynomials,2.2. Factoring Polynomials,,41,334;331;443;1159,334:8;331:9;443:10;1159:9,370;381,370;381,,activity-history,1,807,Vertical Asymptotes of Rational Functions
equivalent,399,410,460,The Circumference of a Circle,MF1,MF1.12.4.3,12.4.3,12. Geometry Fundamentals,12.4. Circles,331,41,1159,1159:13,354;1404;2234,354;1404;2234,,activity-history,3,167,Negative Angles in the Coordinate Plane
equivalent,400,411,433,The Pythagorean Theorem,MF1,MF1.13.1.7,13.1.7,13. Polygons,13.1. Triangles,339,41,1159,1159:14,354;430;1601;2184,354;430;1601;2184,,activity-history,1,459,The Distance Formula
equivalent,401,412,1386,The Perimeter of a Polygon,PAL,PAL.6.5.6,6.5.6,6. Geometry,6.5. Polygons,175,42,1159,1159:14,1317;1322;1403;1601,1317;1322;1403;1601,,activity-history,4,167,Negative Angles in the Coordinate Plane
equivalent,402,413,1888,Global Extrema of Functions,AG1,AG1.6.1.6,6.1.6,6. Functions,6.1. Functions,96,42,331;443;1159,331:8;443:9;1159:8,802,802,,activity-history,2,141,Finding Points on Transformed Curves
equivalent,403,414,1628,Increasing and Decreasing Functions,AG1,AG1.6.1.11,6.1.11,6. Functions,6.1. Functions,101,42,331;443;1159,331:5;443:6;1159:7,802,802,,activity-history;activity-history;activity-history;activity-history,2,1483;1486;1532;3861,Graphing the Inverse Sine Function;Graphing the Inverse Cosine Function;Graphing Logarithmic Functions;Identifying Monotonic Sequences Using Ratios
equivalent,404,415,1423,Solving Perfect Square Quadratic Equations,AG1,AG1.10.1.2,10.1.2,10. Quadratic Equations & Functions,10.1. Quadratic Equations,166,42,1159,1159:11,382;430;813,382;430;813,,activity-history,3,425,The Discriminant of a Quadratic Equation
equivalent,405,416,2271,Introduction to Sequences,AG1,AG1.11.1.1,11.1.1,11. Sequences,11.1. Introduction to Sequences,202,42,1159,1159:9,802,802,,activity-history,1,268,Finding Trigonometric Ratios of Special Angles Using the Unit Circle
equivalent,406,417,165,Piecewise Functions,AG1,AG1.6.1.12,6.1.12,6. Functions,6.1. Functions,,42,334;331;443;1159,334:14;331:6;443:7;1159:8,418;802,418;802,,activity-history;queue-checkmark;activity-history,1,982;1589;2148,Convergent and Divergent Infinite Series;Distance-Time Graphs;Periodic Functions
equivalent,407,418,372,Factoring Trinomials With Leading Coefficients,AG1,AG1.9.2.8,9.2.8,9. Polynomials,9.2. Factoring Polynomials,,42,334;331;443;1159,334:10;331:11;443:12;1159:8,89,89,,activity-history;activity-history;activity-history;activity-history,3,116;410;480;807,Solving Radical Equations;Solving Systems of Nonlinear Equations;Solving Polynomial Equations Using the GCF;Vertical Asymptotes of Rational Functions
equivalent,408,419,3577,Factoring Trinomials Using Common Factors,AG1,AG1.9.2.7,9.2.7,9. Polynomials,9.2. Factoring Polynomials,,42,334;331;443;1159,334:10;331:11;443:12;1159:8,89,89,,activity-history;activity-history;activity-history;activity-history,3,116;410;480;807,Solving Radical Equations;Solving Systems of Nonlinear Equations;Solving Polynomial Equations Using the GCF;Vertical Asymptotes of Rational Functions
equivalent,409,420,6219,Constructing Linear Functions,AG1,AG1.6.1.14,6.1.14,6. Functions,6.1. Functions,,42,334;331;443;1159,334:9;331:10;443:11;1159:10,802;2220,802;2220,,activity-history,5,296,Interpreting the Meaning of the Derivative in Context
equivalent,410,421,469,Determining the Roots of Polynomials,AG2,AG2.2.4.1,2.4.1,2. Polynomials,2.4. Polynomial Equations,23,42,1159,1159:17,655;2022,655;2022,,activity-history,1,480,Solving Polynomial Equations Using the GCF
equivalent,411,422,1584,Horizontal Translations of Functions,AG2,AG2.3.2.2,3.2.2,3. Functions,3.2. Graph Transformations of Functions,55,42,1159,1159:8,1251,1251,,activity-history;activity-history,2,1609;1707,Properties of Transformed Exponential Functions;Combining Graph Transformations of Logarithmic Functions
equivalent,412,423,262,30-60-90 Triangles,MF1,MF1.13.1.9,13.1.9,13. Polygons,13.1. Triangles,341,42,1159,1159:13,433;1318,433;1318,,activity-history,3,167,Negative Angles in the Coordinate Plane
equivalent,413,424,1427,Perpendicular Lines in the Coordinate Plane,MF2,MF2.8.1.2,8.1.2,8. Geometry,8.1. Coordinate Geometry,177,42,1159,1159:8,3725;3979,3725;3979,,activity-history,2,987,Calculating the Equation of a Normal Line Using Differentiation
equivalent,414,425,2226,Reflective Symmetry,MF2,MF2.8.2.14,8.2.14,8. Geometry,8.2. Geometric Transformations,196,42,1159,1159:9,1322;3535;3751,1322;3535;3751,,activity-history,5,1259,General Solutions of Trigonometric Equations With Transformed Functions
equivalent,415,426,2227,Rotational Symmetry,MF2,MF2.8.2.15,8.2.15,8. Geometry,8.2. Geometric Transformations,197,42,1159,1159:9,1322;1517;3751,1322;1517;3751,,activity-history,5,1259,General Solutions of Trigonometric Equations With Transformed Functions
equivalent,416,427,633,Calculating Trigonometric Ratios Using the Pythagorean Theorem,MF2,MF2.9.1.3,9.1.3,9. Trigonometry,9.1. Introduction to Trigonometry,213,42,1159,1159:14,433;609,433;609,,activity-history,4,167,Negative Angles in the Coordinate Plane
equivalent,417,428,764,Introduction to Radians,MF2,MF2.9.1.10,9.1.10,9. Trigonometry,9.1. Introduction to Trigonometry,220,42,1159,1159:12,460;3980,460;3980,,activity-history,2,167,Negative Angles in the Coordinate Plane
equivalent,418,429,754,The Range of a Function,AG1,AG1.6.1.8,6.1.8,6. Functions,6.1. Functions,98,43,331;443;1159,331:7;443:8;1159:7,1888,1888,,activity-history;activity-history;queue-checkmark,2,1483;1486;1873,Graphing the Inverse Sine Function;Graphing the Inverse Cosine Function;Limits at Infinity from Graphs
equivalent,419,430,790,Absolute Value Graphs,AG1,AG1.7.2.1,7.2.1,7. Absolute Value,7.2. Absolute Value Functions,117,43,1159,1159:8,96;165,96;165,,activity-history;activity-history;activity-history,3,1483;1486;1487,Graphing the Inverse Sine Function;Graphing the Inverse Cosine Function;Graphing the Inverse Tangent Function
equivalent,420,431,1425,Perfect Square Quadratic Equations with One or No Solutions,AG1,AG1.10.1.3,10.1.3,10. Quadratic Equations & Functions,10.1. Quadratic Equations,167,43,1159,1159:10,1423;4034,1423;4034,,activity-history,2,425,The Discriminant of a Quadratic Equation
equivalent,421,432,453,Graphing Elementary Quadratic Functions,AG1,AG1.10.2.1,10.2.1,10. Quadratic Equations & Functions,10.2. Quadratic Functions,184,43,1159,1159:9,1888,1888,,activity-history,2,84,Graphs of General Quadratic Functions
equivalent,422,433,375,Solving Quadratic Equations by Factoring,AG1,AG1.10.1.7,10.1.7,10. Quadratic Equations & Functions,10.1. Quadratic Equations,,43,334;331;443;1159,334:9;331:10;443:11;1159:10,1424;3577,1424;3577,,activity-history;activity-history;activity-history;activity-history,2,116;410;480;807,Solving Radical Equations;Solving Systems of Nonlinear Equations;Solving Polynomial Equations Using the GCF;Vertical Asymptotes of Rational Functions
equivalent,423,434,1985,Function Composition,AG1,AG1.6.1.16,6.1.16,6. Functions,6.1. Functions,,43,334;331;443;1159,334:8;331:9;443:10;1159:9,3821;6219,3821;6219,,activity-history,4,296,Interpreting the Meaning of the Derivative in Context
equivalent,424,435,4951,Further Factoring Trinomials With Leading Coefficients,AG1,AG1.9.2.9,9.2.9,9. Polynomials,9.2. Factoring Polynomials,,43,334;331;443;1159,334:9;331:10;443:11;1159:7,372;3577,372;3577,,activity-history;activity-history;activity-history;activity-history,2,116;410;480;807,Solving Radical Equations;Solving Systems of Nonlinear Equations;Solving Polynomial Equations Using the GCF;Vertical Asymptotes of Rational Functions
equivalent,425,436,2707,Local Extrema of Functions,AG2,AG2.3.1.1,3.1.1,3. Functions,3.1. Functions,41,43,1159,1159:7,1888,1888,,activity-history,1,141,Finding Points on Transformed Curves
equivalent,426,438,2046,Unbounded Behavior of Functions Near a Point,AG2,AG2.3.1.12,3.1.12,3. Functions,3.1. Functions,52,43,1159,1159:7,1628,1628,,activity-history,1,1532,Graphing Logarithmic Functions
equivalent,427,439,1254,Combining Graph Transformations: Two Operations,AG2,AG2.3.2.5,3.2.5,3. Functions,3.2. Graph Transformations of Functions,58,43,1159,1159:7,1252;1584;1586,1252;1584;1586,,activity-history,1,1707,Combining Graph Transformations of Logarithmic Functions
equivalent,428,440,461,The Finite Limit of a Function,CA1,CA1.2.1.1,2.1.1,2. Limits,2.1. Estimating Limits from Graphs,,43,334;331;443;1159,334:13;331:14;443:15;1159:11,165,165,,queue-checkmark,1,1873,Limits at Infinity from Graphs
equivalent,429,441,263,Isosceles Right Triangles,MF1,MF1.13.1.8,13.1.8,13. Polygons,13.1. Triangles,340,43,1159,1159:13,433;1318;1386,433;1318;1386,,activity-history,3,167,Negative Angles in the Coordinate Plane
equivalent,430,442,3562,Finding Equations of Perpendicular Lines,MF2,MF2.8.1.3,8.1.3,8. Geometry,8.1. Coordinate Geometry,178,43,1159,1159:7,1427,1427,,activity-history,1,987,Calculating the Equation of a Normal Line Using Differentiation
equivalent,431,443,611,The Reciprocal Trigonometric Ratios,MF2,MF2.9.1.6,9.1.6,9. Trigonometry,9.1. Introduction to Trigonometry,216,43,1159,1159:13,633,633,,activity-history,3,167,Negative Angles in the Coordinate Plane
equivalent,432,444,2048,End Behavior of Functions,AG1,AG1.6.1.7,6.1.7,6. Functions,6.1. Functions,97,44,331;443;1159,331:6;443:7;1159:8,97;754,97;754,,queue-checkmark,1,1873,Limits at Infinity from Graphs
equivalent,433,445,422,The Quadratic Formula,AG1,AG1.10.1.14,10.1.14,10. Quadratic Equations & Functions,10.1. Quadratic Equations,178,44,1159,1159:9,813;1425;2184,813;1425;2184,,activity-history,1,425,The Discriminant of a Quadratic Equation
equivalent,434,446,117,Vertical Reflections of Quadratic Functions,AG1,AG1.10.2.2,10.2.2,10. Quadratic Equations & Functions,10.2. Quadratic Functions,185,44,1159,1159:8,453,453,,activity-history,1,84,Graphs of General Quadratic Functions
equivalent,435,447,1422,Solving Quadratic Equations with Leading Coefficients by Factoring,AG1,AG1.10.1.8,10.1.8,10. Quadratic Equations & Functions,10.1. Quadratic Equations,,44,334;331;443;1159,334:8;331:9;443:10;1159:9,375;4951,375;4951,,activity-history;activity-history;activity-history;activity-history,1,116;410;480;807,Solving Radical Equations;Solving Systems of Nonlinear Equations;Solving Polynomial Equations Using the GCF;Vertical Asymptotes of Rational Functions
equivalent,436,448,3817,Describing Function Composition,AG1,AG1.6.1.17,6.1.17,6. Functions,6.1. Functions,,44,334;331;443;1159,334:7;331:8;443:9;1159:8,360;1985,360;1985,,activity-history,3,296,Interpreting the Meaning of the Derivative in Context
equivalent,437,449,634,Combining Graph Transformations: Three or More Operations,AG2,AG2.3.2.6,3.2.6,3. Functions,3.2. Graph Transformations of Functions,59,44,1159,1159:8,1254,1254,,activity-history,2,141,Finding Points on Transformed Curves
equivalent,438,450,1676,Simplifying Rational Expressions Using Polynomial Factorization,AG2,AG2.5.1.1,5.1.1,5. Rational Expressions & Functions,5.1. Rational Expressions,,44,334;331;443;1159,334:8;331:9;443:10;1159:6,423;4951,423;4951,,activity-history,1,807,Vertical Asymptotes of Rational Functions
equivalent,439,451,2336,Factoring Biquadratic Expressions,AG2,AG2.2.2.5,2.2.5,2. Polynomials,2.2. Factoring Polynomials,,44,334;331;443;1159,334:8;331:9;443:10;1159:9,382;4951,382;4951,,activity-history,4,296,Interpreting the Meaning of the Derivative in Context
equivalent,440,452,2337,Further Factoring of Polynomials Using GCFs,AG2,AG2.2.2.1,2.2.1,2. Polynomials,2.2. Factoring Polynomials,,44,334;331;443;1159,334:9;331:10;443:11;1159:6,382;4951,382;4951,,activity-history,1,480,Solving Polynomial Equations Using the GCF
equivalent,441,453,472,The Left and Right-Sided Limits of a Function,CA1,CA1.2.1.2,2.1.2,2. Limits,2.1. Estimating Limits from Graphs,,44,334;331;443;1159,334:12;331:13;443:14;1159:11,461,461,,activity-history;activity-history,3,462;1377,Determining Continuity from Graphs;Limits of Logarithmic Functions
equivalent,442,454,765,Special Trigonometric Ratios,MF2,MF2.9.1.8,9.1.8,9. Trigonometry,9.1. Introduction to Trigonometry,218,44,1159,1159:12,262;263;611,262;263;611,,activity-history,2,167,Negative Angles in the Coordinate Plane
equivalent,443,455,3728,The Range of a Function: Advanced Cases,AG1,AG1.6.1.9,6.1.9,6. Functions,6.1. Functions,99,45,331;443;1159,331:5;443:6;1159:7,165;2048,165;2048,,activity-history;activity-history,2,1487;1532,Graphing the Inverse Tangent Function;Graphing Logarithmic Functions
equivalent,444,456,753,Introduction to Inverse Functions,AG1,AG1.6.1.18,6.1.18,6. Functions,6.1. Functions,108,45,1159,1159:8,3817,3817,,activity-history;activity-history;activity-history;activity-history;activity-history,3,167;1483;1486;1487;1532,Negative Angles in the Coordinate Plane;Graphing the Inverse Sine Function;Graphing the Inverse Cosine Function;Graphing the Inverse Tangent Function;Graphing Logarithmic Functions
equivalent,445,459,1886,One-To-One Functions,AG2,AG2.3.1.2,3.1.2,3. Functions,3.1. Functions,42,45,1159,1159:7,117;754;790,117;754;790,,activity-history;activity-history;activity-history,2,1483;1486;1487,Graphing the Inverse Sine Function;Graphing the Inverse Cosine Function;Graphing the Inverse Tangent Function
equivalent,446,460,725,Even and Odd Functions,AG2,AG2.3.1.10,3.1.10,3. Functions,3.1. Functions,50,45,1159,1159:8,75;453;2226;2227;3817,75;453;2226;2227;3817,,activity-history,4,1259,General Solutions of Trigonometric Equations With Transformed Functions
equivalent,447,461,2841,Combining Reflections With Other Graph Transformations,AG2,AG2.3.2.10,3.2.10,3. Functions,3.2. Graph Transformations of Functions,63,45,1159,1159:7,634;1150;1585,634;1150;1585,,activity-history,1,141,Finding Points on Transformed Curves
equivalent,448,462,435,Multiplying Rational Expressions,AG2,AG2.5.1.5,5.1.5,5. Rational Expressions & Functions,5.1. Rational Expressions,106,45,1159,1159:5,1676;2337,1676;2337,,activity-history,1,436,Dividing Rational Expressions
equivalent,449,464,428,Factoring Cubic Expressions by Grouping,AG2,AG2.2.2.3,2.2.3,2. Polynomials,2.2. Factoring Polynomials,,45,334;331;443;1159,334:8;331:9;443:10;1159:9,2337,2337,,activity-history;activity-history,1,727;807,Solving Cubic Equations by Grouping;Vertical Asymptotes of Rational Functions
equivalent,450,465,1873,Limits at Infinity from Graphs,CA1,CA1.2.1.4,2.1.4,2. Limits,2.1. Estimating Limits from Graphs,10,45,1159,1159:10,461;2048,461;2048,,queue-checkmark,0,1873,Limits at Infinity from Graphs
equivalent,451,466,625,Finding the Existence of a Limit Using One-Sided Limits,CA1,CA1.2.1.3,2.1.3,2. Limits,2.1. Estimating Limits from Graphs,,45,334;331;443;1159,334:11;331:12;443:13;1159:10,472,472,,activity-history;activity-history,2,462;1377,Determining Continuity from Graphs;Limits of Logarithmic Functions
equivalent,452,467,1208,The Average Rate of Change of a Function over a Varying Interval,CA1,CA1.4.1.2,4.1.2,4. Introduction to Differentiation,4.1. Introduction to Differentiation,,45,334;331;443;1159,334:7;331:8;443:9;1159:8,336;393;394;1422;1676,336;393;394;1422;1676,,activity-history,3,296,Interpreting the Meaning of the Derivative in Context
equivalent,453,468,1530,Graphing Exponential Growth Functions,AG1,AG1.8.3.10,8.3.10,8. Exponential Functions,8.3. Exponential Functions,143,46,331;443;1159,331:4;443:5;1159:6,1153;1628;3728,1153;1628;3728,,activity-history,1,1532,Graphing Logarithmic Functions
equivalent,454,469,1531,Graphing Exponential Decay Functions,AG1,AG1.8.3.11,8.3.11,8. Exponential Functions,8.3. Exponential Functions,144,46,1159,1159:13,1153;1628;3728,1153;1628;3728,,activity-history,4,1609,Properties of Transformed Exponential Functions
equivalent,455,470,661,Roots of Quadratic Functions,AG1,AG1.10.2.4,10.2.4,10. Quadratic Equations & Functions,10.2. Quadratic Functions,187,46,1159,1159:8,84;393;422;1422,84;393;422;1422,,activity-history;activity-history,2,118;468,Solving Quadratic Inequalities Using the Sign Table Method;Solving Quadratic Inequalities From Graphs
equivalent,456,472,728,Dividing Polynomials Using Synthetic Division,AG2,AG2.2.3.1,2.3.1,2. Polynomials,2.3. Dividing Polynomials,19,46,1159,1159:4,361;435,361;435,,queue-checkmark,5,2050,End Behavior of Polynomials
equivalent,457,473,1653,Graphing Elementary Cubic Functions,AG2,AG2.2.6.1,2.6.1,2. Polynomials,2.6. Graphs of Polynomials,35,46,1159,1159:12,725;1150;1584;2048,725;1150;1584;2048,,queue-checkmark,4,2050,End Behavior of Polynomials
equivalent,458,474,756,Graphs of Inverse Functions,AG2,AG2.3.1.3,3.1.3,3. Functions,3.1. Functions,43,46,1159,1159:7,753;754,753;754,,activity-history;activity-history;activity-history;activity-history,2,1483;1486;1487;1532,Graphing the Inverse Sine Function;Graphing the Inverse Cosine Function;Graphing the Inverse Tangent Function;Graphing Logarithmic Functions
equivalent,459,478,1814,Infinite Limits from Graphs,CA1,CA1.2.1.5,2.1.5,2. Limits,2.1. Estimating Limits from Graphs,11,46,1159,1159:9,625;2046,625;2046,,activity-history;activity-history,1,462;1377,Determining Continuity from Graphs;Limits of Logarithmic Functions
equivalent,460,479,1716,"Limits of Power Functions, and the Constant Rule for Limits",CA1,CA1.2.2.1,2.2.1,2. Limits,2.2. The Algebra of Limits,,46,334;331;443;1159,334:10;331:11;443:12;1159:11,625,625,,activity-history;activity-history,3,37;1377,The Power and Root Rules for Limits;Limits of Logarithmic Functions
equivalent,461,480,610,Calculating Angles in Right Triangles Using Trigonometry,MF2,MF2.9.1.5,9.1.5,9. Trigonometry,9.1. Introduction to Trigonometry,215,46,1159,1159:12,609;753,609;753,,activity-history,2,167,Negative Angles in the Coordinate Plane
equivalent,462,481,6341,Finding Intersections of Lines and Quadratic Functions,AG1,AG1.10.2.12,10.2.12,10. Quadratic Equations & Functions,10.2. Quadratic Functions,195,47,1159,1159:7,84;408;410,84;408;410,,activity-history,1,987,Calculating the Equation of a Normal Line Using Differentiation
equivalent,463,483,846,The Factor Theorem,AG2,AG2.2.5.1,2.5.1,2. Polynomials,2.5. Polynomial Theorems,27,47,1159,1159:16,469;728;4236,469;728;4236,,queue-checkmark,5,2050,End Behavior of Polynomials
equivalent,464,484,3734,Domain and Range of Inverse Functions,AG2,AG2.3.1.4,3.1.4,3. Functions,3.1. Functions,44,47,1159,1159:6,756,756,,activity-history;activity-history;activity-history;activity-history,1,1483;1486;1487;1532,Graphing the Inverse Sine Function;Graphing the Inverse Cosine Function;Graphing the Inverse Tangent Function;Graphing Logarithmic Functions
equivalent,465,485,1889,Invertible Functions,AG2,AG2.3.1.5,3.1.5,3. Functions,3.1. Functions,45,47,1159,1159:6,756;1886,756;1886,,activity-history;activity-history;activity-history,1,1483;1486;1487,Graphing the Inverse Sine Function;Graphing the Inverse Cosine Function;Graphing the Inverse Tangent Function
equivalent,466,487,817,Vertical Translations of Exponential Growth Functions,AG2,AG2.4.5.1,4.5.1,4. Exponentials & Logarithms,4.5. Graphs of Exponential Functions,89,47,1159,1159:13,1530,1530,,activity-history,4,1609,Properties of Transformed Exponential Functions
equivalent,467,491,1848,Angles in the Coordinate Plane,AG2,AG2.8.1.1,8.1.1,8. The Unit Circle,8.1. The Unit Circle,134,47,1159,1159:11,610;764;765,610;764;765,,activity-history,1,167,Negative Angles in the Coordinate Plane
equivalent,468,493,1914,The Sum Rule for Limits,CA1,CA1.2.2.2,2.2.2,2. Limits,2.2. The Algebra of Limits,,47,334;331;443;1159,334:9;331:10;443:11;1159:10,1716,1716,,activity-history;activity-history,2,37;1377,The Power and Root Rules for Limits;Limits of Logarithmic Functions
equivalent,469,494,516,Trigonometric Ratios With Radians,MF2,MF2.9.1.11,9.1.11,9. Trigonometry,9.1. Introduction to Trigonometry,221,47,1159,1159:12,610;764;765,610;764;765,,activity-history,4,269,Finding Trigonometric Ratios of Quadrantal Angles
equivalent,470,495,2119,Factoring Cubic Polynomials Using the Factor Theorem,AG2,AG2.2.5.3,2.5.3,2. Polynomials,2.5. Polynomial Theorems,29,48,1159,1159:15,394;425;728;846;1422,394;425;728;846;1422,,queue-checkmark,4,2050,End Behavior of Polynomials
