topic-id,topic-code,topic-number,topic-name,unit,module,lesson-path,source-path,layer,nearest-integer-layer,course-map-index
831,PCL.4.4.4,4.4.4,The Double-Angle Formula for Cosine,4. Trigonometry,4.4. The Double-Angle Formulas,4. Trigonometry/4.4. The Double-Angle Formulas/Lessons/4.4.4. The Double-Angle Formula for Cosine.md,4. Trigonometry/4.4. The Double-Angle Formulas/Source/4.4.4. The Double-Angle Formula for Cosine,55,55,78
832,PCL.4.4.5,4.4.5,Verifying Trigonometric Identities Using the Double-Angle Formulas for Cosine,4. Trigonometry,4.4. The Double-Angle Formulas,4. Trigonometry/4.4. The Double-Angle Formulas/Lessons/4.4.5. Verifying Trigonometric Identities Using the Double-Angle Formulas for Cosine.md,4. Trigonometry/4.4. The Double-Angle Formulas/Source/4.4.5. Verifying Trigonometric Identities Using the Double-Angle Formulas for Cosine,56,56,79
1580,PCL.4.4.6,4.4.6,Finding Exact Values of Trigonometric Expressions Using the Double-Angle Formulas for Cosine,4. Trigonometry,4.4. The Double-Angle Formulas,4. Trigonometry/4.4. The Double-Angle Formulas/Lessons/4.4.6. Finding Exact Values of Trigonometric Expressions Using the Double-Angle Formulas for Cosine.md,4. Trigonometry/4.4. The Double-Angle Formulas/Source/4.4.6. Finding Exact Values of Trigonometric Expressions Using the Double-Angle Formulas for Cosine,56,56,80
854,PCL.4.4.7,4.4.7,Simplifying Expressions Using the Double-Angle Formula for Tangent,4. Trigonometry,4.4. The Double-Angle Formulas,4. Trigonometry/4.4. The Double-Angle Formulas/Lessons/4.4.7. Simplifying Expressions Using the Double-Angle Formula for Tangent.md,4. Trigonometry/4.4. The Double-Angle Formulas/Source/4.4.7. Simplifying Expressions Using the Double-Angle Formula for Tangent,55,55,81
888,PCL.4.4.8,4.4.8,Verifying Trigonometric Identities Using the Double-Angle Formula for Tangent,4. Trigonometry,4.4. The Double-Angle Formulas,4. Trigonometry/4.4. The Double-Angle Formulas/Lessons/4.4.8. Verifying Trigonometric Identities Using the Double-Angle Formula for Tangent.md,4. Trigonometry/4.4. The Double-Angle Formulas/Source/4.4.8. Verifying Trigonometric Identities Using the Double-Angle Formula for Tangent,56,56,82
913,PCL.4.5.1,4.5.1,Elementary Trigonometric Equations Containing Sine,4. Trigonometry,4.5. Elementary Trigonometric Equations,4. Trigonometry/4.5. Elementary Trigonometric Equations/Lessons/4.5.1. Elementary Trigonometric Equations Containing Sine.md,4. Trigonometry/4.5. Elementary Trigonometric Equations/Source/4.5.1. Elementary Trigonometric Equations Containing Sine,56,56,83
914,PCL.4.5.2,4.5.2,Elementary Trigonometric Equations Containing Cosine,4. Trigonometry,4.5. Elementary Trigonometric Equations,4. Trigonometry/4.5. Elementary Trigonometric Equations/Lessons/4.5.2. Elementary Trigonometric Equations Containing Cosine.md,4. Trigonometry/4.5. Elementary Trigonometric Equations/Source/4.5.2. Elementary Trigonometric Equations Containing Cosine,56,56,84
915,PCL.4.5.3,4.5.3,Elementary Trigonometric Equations Containing Tangent,4. Trigonometry,4.5. Elementary Trigonometric Equations,4. Trigonometry/4.5. Elementary Trigonometric Equations/Lessons/4.5.3. Elementary Trigonometric Equations Containing Tangent.md,4. Trigonometry/4.5. Elementary Trigonometric Equations/Source/4.5.3. Elementary Trigonometric Equations Containing Tangent,56,56,85
1565,PCL.4.5.4,4.5.4,Elementary Trigonometric Equations Containing Secant,4. Trigonometry,4.5. Elementary Trigonometric Equations,4. Trigonometry/4.5. Elementary Trigonometric Equations/Lessons/4.5.4. Elementary Trigonometric Equations Containing Secant.md,4. Trigonometry/4.5. Elementary Trigonometric Equations/Source/4.5.4. Elementary Trigonometric Equations Containing Secant,57,57,86
1566,PCL.4.5.5,4.5.5,Elementary Trigonometric Equations Containing Cosecant,4. Trigonometry,4.5. Elementary Trigonometric Equations,4. Trigonometry/4.5. Elementary Trigonometric Equations/Lessons/4.5.5. Elementary Trigonometric Equations Containing Cosecant.md,4. Trigonometry/4.5. Elementary Trigonometric Equations/Source/4.5.5. Elementary Trigonometric Equations Containing Cosecant,57,57,87
1567,PCL.4.5.6,4.5.6,Elementary Trigonometric Equations Containing Cotangent,4. Trigonometry,4.5. Elementary Trigonometric Equations,4. Trigonometry/4.5. Elementary Trigonometric Equations/Lessons/4.5.6. Elementary Trigonometric Equations Containing Cotangent.md,4. Trigonometry/4.5. Elementary Trigonometric Equations/Source/4.5.6. Elementary Trigonometric Equations Containing Cotangent,57,57,88
1258,PCL.4.5.7,4.5.7,General Solutions of Elementary Trigonometric Equations,4. Trigonometry,4.5. Elementary Trigonometric Equations,4. Trigonometry/4.5. Elementary Trigonometric Equations/Lessons/4.5.7. General Solutions of Elementary Trigonometric Equations.md,4. Trigonometry/4.5. Elementary Trigonometric Equations/Source/4.5.7. General Solutions of Elementary Trigonometric Equations,58,58,89
1259,PCL.4.6.1,4.6.1,General Solutions of Trigonometric Equations With Transformed Functions,4. Trigonometry,4.6. Trigonometric Equations Containing Transformed Functions,4. Trigonometry/4.6. Trigonometric Equations Containing Transformed Functions/Lessons/4.6.1. General Solutions of Trigonometric Equations With Transformed Functions.md,4. Trigonometry/4.6. Trigonometric Equations Containing Transformed Functions/Source/4.6.1. General Solutions of Trigonometric Equations With Transformed Functions,59,59,90
919,PCL.4.6.2,4.6.2,Trigonometric Equations Containing Transformed Sine Functions,4. Trigonometry,4.6. Trigonometric Equations Containing Transformed Functions,4. Trigonometry/4.6. Trigonometric Equations Containing Transformed Functions/Lessons/4.6.2. Trigonometric Equations Containing Transformed Sine Functions.md,4. Trigonometry/4.6. Trigonometric Equations Containing Transformed Functions/Source/4.6.2. Trigonometric Equations Containing Transformed Sine Functions,60,60,91
921,PCL.4.6.3,4.6.3,Trigonometric Equations Containing Transformed Cosine Functions,4. Trigonometry,4.6. Trigonometric Equations Containing Transformed Functions,4. Trigonometry/4.6. Trigonometric Equations Containing Transformed Functions/Lessons/4.6.3. Trigonometric Equations Containing Transformed Cosine Functions.md,4. Trigonometry/4.6. Trigonometric Equations Containing Transformed Functions/Source/4.6.3. Trigonometric Equations Containing Transformed Cosine Functions,60,60,92
923,PCL.4.6.4,4.6.4,Trigonometric Equations Containing Transformed Tangent Functions,4. Trigonometry,4.6. Trigonometric Equations Containing Transformed Functions,4. Trigonometry/4.6. Trigonometric Equations Containing Transformed Functions/Lessons/4.6.4. Trigonometric Equations Containing Transformed Tangent Functions.md,4. Trigonometry/4.6. Trigonometric Equations Containing Transformed Functions/Source/4.6.4. Trigonometric Equations Containing Transformed Tangent Functions,60,60,93
947,PCL.4.7.1,4.7.1,Solving Trigonometric Equations Using the Sin-Cos-Tan Identity,4. Trigonometry,4.7. Advanced Trigonometric Equations,4. Trigonometry/4.7. Advanced Trigonometric Equations/Lessons/4.7.1. Solving Trigonometric Equations Using the Sin-Cos-Tan Identity.md,4. Trigonometry/4.7. Advanced Trigonometric Equations/Source/4.7.1. Solving Trigonometric Equations Using the Sin-Cos-Tan Identity,59,59,94
1471,PCL.4.7.2,4.7.2,Solving Trigonometric Equations Using the Zero-Product Property,4. Trigonometry,4.7. Advanced Trigonometric Equations,4. Trigonometry/4.7. Advanced Trigonometric Equations/Lessons/4.7.2. Solving Trigonometric Equations Using the Zero-Product Property.md,4. Trigonometry/4.7. Advanced Trigonometric Equations/Source/4.7.2. Solving Trigonometric Equations Using the Zero-Product Property,58,58,95
949,PCL.4.7.3,4.7.3,Quadratic Trigonometric Equations Containing Sine or Cosine,4. Trigonometry,4.7. Advanced Trigonometric Equations,4. Trigonometry/4.7. Advanced Trigonometric Equations/Lessons/4.7.3. Quadratic Trigonometric Equations Containing Sine or Cosine.md,4. Trigonometry/4.7. Advanced Trigonometric Equations/Source/4.7.3. Quadratic Trigonometric Equations Containing Sine or Cosine,57,57,96
953,PCL.4.7.4,4.7.4,Quadratic Trigonometric Equations Containing Tangent or Cotangent,4. Trigonometry,4.7. Advanced Trigonometric Equations,4. Trigonometry/4.7. Advanced Trigonometric Equations/Lessons/4.7.4. Quadratic Trigonometric Equations Containing Tangent or Cotangent.md,4. Trigonometry/4.7. Advanced Trigonometric Equations/Source/4.7.4. Quadratic Trigonometric Equations Containing Tangent or Cotangent,58,58,97
1107,PCL.5.1.1,5.1.1,Introduction to Vectors,5. Vectors,5.1. Introduction to Vectors,5. Vectors/5.1. Introduction to Vectors/Lessons/5.1.1. Introduction to Vectors.md,5. Vectors/5.1. Introduction to Vectors/Source/5.1.1. Introduction to Vectors,36,36,98
1100,PCL.5.1.2,5.1.2,The Triangle Law for the Addition of Two Vectors,5. Vectors,5.1. Introduction to Vectors,5. Vectors/5.1. Introduction to Vectors/Lessons/5.1.2. The Triangle Law for the Addition of Two Vectors.md,5. Vectors/5.1. Introduction to Vectors/Source/5.1.2. The Triangle Law for the Addition of Two Vectors,37,37,99
1101,PCL.5.1.3,5.1.3,The Magnitude of a Vector,5. Vectors,5.1. Introduction to Vectors,5. Vectors/5.1. Introduction to Vectors/Lessons/5.1.3. The Magnitude of a Vector.md,5. Vectors/5.1. Introduction to Vectors/Source/5.1.3. The Magnitude of a Vector,52,52,100
1102,PCL.5.1.4,5.1.4,Problem Solving Using Vector Diagrams,5. Vectors,5.1. Introduction to Vectors,5. Vectors/5.1. Introduction to Vectors/Lessons/5.1.4. Problem Solving Using Vector Diagrams.md,5. Vectors/5.1. Introduction to Vectors/Source/5.1.4. Problem Solving Using Vector Diagrams,38,38,101
1103,PCL.5.1.5,5.1.5,Parallel Vectors,5. Vectors,5.1. Introduction to Vectors,5. Vectors/5.1. Introduction to Vectors/Lessons/5.1.5. Parallel Vectors.md,5. Vectors/5.1. Introduction to Vectors/Source/5.1.5. Parallel Vectors,53,53,102
1104,PCL.5.1.6,5.1.6,Unit Vectors,5. Vectors,5.1. Introduction to Vectors,5. Vectors/5.1. Introduction to Vectors/Lessons/5.1.6. Unit Vectors.md,5. Vectors/5.1. Introduction to Vectors/Source/5.1.6. Unit Vectors,54,54,103
1105,PCL.5.1.7,5.1.7,Linear Combinations of Vectors and Their Properties,5. Vectors,5.1. Introduction to Vectors,5. Vectors/5.1. Introduction to Vectors/Lessons/5.1.7. Linear Combinations of Vectors and Their Properties.md,5. Vectors/5.1. Introduction to Vectors/Source/5.1.7. Linear Combinations of Vectors and Their Properties,54,54,104
1106,PCL.5.1.8,5.1.8,Describing the Position Vector of a Point Using Known Vectors,5. Vectors,5.1. Introduction to Vectors,5. Vectors/5.1. Introduction to Vectors/Lessons/5.1.8. Describing the Position Vector of a Point Using Known Vectors.md,5. Vectors/5.1. Introduction to Vectors/Source/5.1.8. Describing the Position Vector of a Point Using Known Vectors,55,55,105
1165,PCL.5.2.1,5.2.1,Two-Dimensional Vectors Expressed in Component Form,5. Vectors,5.2. Vectors in 2D Cartesian Coordinates,5. Vectors/5.2. Vectors in 2D Cartesian Coordinates/Lessons/5.2.1. Two-Dimensional Vectors Expressed in Component Form.md,5. Vectors/5.2. Vectors in 2D Cartesian Coordinates/Source/5.2.1. Two-Dimensional Vectors Expressed in Component Form,55,55,106
244,PCL.5.2.2,5.2.2,Addition and Scalar Multiplication of Cartesian Vectors in 2D,5. Vectors,5.2. Vectors in 2D Cartesian Coordinates,5. Vectors/5.2. Vectors in 2D Cartesian Coordinates/Lessons/5.2.2. Addition and Scalar Multiplication of Cartesian Vectors in 2D.md,5. Vectors/5.2. Vectors in 2D Cartesian Coordinates/Source/5.2.2. Addition and Scalar Multiplication of Cartesian Vectors in 2D,56,56,107
176,PCL.5.2.3,5.2.3,Calculating the Magnitude of Cartesian Vectors in 2D,5. Vectors,5.2. Vectors in 2D Cartesian Coordinates,5. Vectors/5.2. Vectors in 2D Cartesian Coordinates/Lessons/5.2.3. Calculating the Magnitude of Cartesian Vectors in 2D.md,5. Vectors/5.2. Vectors in 2D Cartesian Coordinates/Source/5.2.3. Calculating the Magnitude of Cartesian Vectors in 2D,57,57,108
241,PCL.5.2.4,5.2.4,Calculating the Direction of Cartesian Vectors in 2D,5. Vectors,5.2. Vectors in 2D Cartesian Coordinates,5. Vectors/5.2. Vectors in 2D Cartesian Coordinates/Lessons/5.2.4. Calculating the Direction of Cartesian Vectors in 2D.md,5. Vectors/5.2. Vectors in 2D Cartesian Coordinates/Source/5.2.4. Calculating the Direction of Cartesian Vectors in 2D,59,59,109
242,PCL.5.2.5,5.2.5,Calculating the Components of Cartesian Vectors in 2D,5. Vectors,5.2. Vectors in 2D Cartesian Coordinates,5. Vectors/5.2. Vectors in 2D Cartesian Coordinates/Lessons/5.2.5. Calculating the Components of Cartesian Vectors in 2D.md,5. Vectors/5.2. Vectors in 2D Cartesian Coordinates/Source/5.2.5. Calculating the Components of Cartesian Vectors in 2D,56,56,110
2036,PCL.5.2.6,5.2.6,Velocity and Acceleration for Plane Motion,5. Vectors,5.2. Vectors in 2D Cartesian Coordinates,5. Vectors/5.2. Vectors in 2D Cartesian Coordinates/Lessons/5.2.6. Velocity and Acceleration for Plane Motion.md,5. Vectors/5.2. Vectors in 2D Cartesian Coordinates/Source/5.2.6. Velocity and Acceleration for Plane Motion,58,58,111
3767,PCL.5.2.7,5.2.7,Calculating Displacement for Plane Motion,5. Vectors,5.2. Vectors in 2D Cartesian Coordinates,5. Vectors/5.2. Vectors in 2D Cartesian Coordinates/Lessons/5.2.7. Calculating Displacement for Plane Motion.md,5. Vectors/5.2. Vectors in 2D Cartesian Coordinates/Source/5.2.7. Calculating Displacement for Plane Motion,59,59,112
1166,PCL.5.3.1,5.3.1,Three-Dimensional Vectors in Component Form,5. Vectors,5.3. Vectors in 3D Cartesian Coordinates,5. Vectors/5.3. Vectors in 3D Cartesian Coordinates/Lessons/5.3.1. Three-Dimensional Vectors in Component Form.md,5. Vectors/5.3. Vectors in 3D Cartesian Coordinates/Source/5.3.1. Three-Dimensional Vectors in Component Form,56,56,113
175,PCL.5.3.2,5.3.2,Addition and Scalar Multiplication of Cartesian Vectors in 3D,5. Vectors,5.3. Vectors in 3D Cartesian Coordinates,5. Vectors/5.3. Vectors in 3D Cartesian Coordinates/Lessons/5.3.2. Addition and Scalar Multiplication of Cartesian Vectors in 3D.md,5. Vectors/5.3. Vectors in 3D Cartesian Coordinates/Source/5.3.2. Addition and Scalar Multiplication of Cartesian Vectors in 3D,57,57,114
1277,PCL.5.3.3,5.3.3,Calculating the Magnitude of Cartesian Vectors in 3D,5. Vectors,5.3. Vectors in 3D Cartesian Coordinates,5. Vectors/5.3. Vectors in 3D Cartesian Coordinates/Lessons/5.3.3. Calculating the Magnitude of Cartesian Vectors in 3D.md,5. Vectors/5.3. Vectors in 3D Cartesian Coordinates/Source/5.3.3. Calculating the Magnitude of Cartesian Vectors in 3D,58,58,115
243,PCL.5.4.1,5.4.1,Calculating the Dot Product Using Angle and Magnitude,5. Vectors,5.4. The Dot Product,5. Vectors/5.4. The Dot Product/Lessons/5.4.1. Calculating the Dot Product Using Angle and Magnitude.md,5. Vectors/5.4. The Dot Product/Source/5.4.1. Calculating the Dot Product Using Angle and Magnitude,58,58,116
177,PCL.5.4.2,5.4.2,Calculating the Dot Product Using Components,5. Vectors,5.4. The Dot Product,5. Vectors/5.4. The Dot Product/Lessons/5.4.2. Calculating the Dot Product Using Components.md,5. Vectors/5.4. The Dot Product/Source/5.4.2. Calculating the Dot Product Using Components,59,59,117
1278,PCL.5.4.3,5.4.3,The Angle Between Two Vectors,5. Vectors,5.4. The Dot Product,5. Vectors/5.4. The Dot Product/Lessons/5.4.3. The Angle Between Two Vectors.md,5. Vectors/5.4. The Dot Product/Source/5.4.3. The Angle Between Two Vectors,60,60,118
1285,PCL.5.4.4,5.4.4,Calculating a Scalar Projection,5. Vectors,5.4. The Dot Product,5. Vectors/5.4. The Dot Product/Lessons/5.4.4. Calculating a Scalar Projection.md,5. Vectors/5.4. The Dot Product/Source/5.4.4. Calculating a Scalar Projection,61,61,119
1295,PCL.5.4.5,5.4.5,Calculating a Vector Projection,5. Vectors,5.4. The Dot Product,5. Vectors/5.4. The Dot Product/Lessons/5.4.5. Calculating a Vector Projection.md,5. Vectors/5.4. The Dot Product/Source/5.4.5. Calculating a Vector Projection,62,62,120
246,PCL.5.5.1,5.5.1,The Cross Product of Two Vectors,5. Vectors,5.5. The Cross Product,5. Vectors/5.5. The Cross Product/Lessons/5.5.1. The Cross Product of Two Vectors.md,5. Vectors/5.5. The Cross Product/Source/5.5.1. The Cross Product of Two Vectors,59,59,121
4858,PCL.5.5.2,5.5.2,Properties of the Cross Product,5. Vectors,5.5. The Cross Product,5. Vectors/5.5. The Cross Product/Lessons/5.5.2. Properties of the Cross Product.md,5. Vectors/5.5. The Cross Product/Source/5.5.2. Properties of the Cross Product,60,60,122
245,PCL.5.5.3,5.5.3,Calculating the Cross Product Using Determinants,5. Vectors,5.5. The Cross Product,5. Vectors/5.5. The Cross Product/Lessons/5.5.3. Calculating the Cross Product Using Determinants.md,5. Vectors/5.5. The Cross Product/Source/5.5.3. Calculating the Cross Product Using Determinants,63,63,123
1299,PCL.5.5.4,5.5.4,Finding Areas Using the Cross Product,5. Vectors,5.5. The Cross Product,5. Vectors/5.5. The Cross Product/Lessons/5.5.4. Finding Areas Using the Cross Product.md,5. Vectors/5.5. The Cross Product/Source/5.5.4. Finding Areas Using the Cross Product,64,64,124
1286,PCL.5.5.5,5.5.5,The Scalar Triple Product,5. Vectors,5.5. The Cross Product,5. Vectors/5.5. The Cross Product/Lessons/5.5.5. The Scalar Triple Product.md,5. Vectors/5.5. The Cross Product/Source/5.5.5. The Scalar Triple Product,64,64,125
1287,PCL.5.5.6,5.5.6,Volumes of Parallelepipeds,5. Vectors,5.5. The Cross Product,5. Vectors/5.5. The Cross Product/Lessons/5.5.6. Volumes of Parallelepipeds.md,5. Vectors/5.5. The Cross Product/Source/5.5.6. Volumes of Parallelepipeds,65,65,126
1170,PCL.5.5.7,5.5.7,Finding Volumes of Tetrahedrons and Pyramids Using Vector Products,5. Vectors,5.5. The Cross Product,5. Vectors/5.5. The Cross Product/Lessons/5.5.7. Finding Volumes of Tetrahedrons and Pyramids Using Vector Products.md,5. Vectors/5.5. The Cross Product/Source/5.5.7. Finding Volumes of Tetrahedrons and Pyramids Using Vector Products,66,66,127
861,PCL.6.1.1,6.1.1,Introduction to Matrices,6. Matrices,6.1. Introduction to Matrices,6. Matrices/6.1. Introduction to Matrices/Lessons/6.1.1. Introduction to Matrices.md,6. Matrices/6.1. Introduction to Matrices/Source/6.1.1. Introduction to Matrices,29,29,128
1167,PCL.6.1.2,6.1.2,Index Notation for Matrices,6. Matrices,6.1. Introduction to Matrices,6. Matrices/6.1. Introduction to Matrices/Lessons/6.1.2. Index Notation for Matrices.md,6. Matrices/6.1. Introduction to Matrices/Source/6.1.2. Index Notation for Matrices,30,30,129
29,PCL.6.1.3,6.1.3,Adding and Subtracting Matrices,6. Matrices,6.1. Introduction to Matrices,6. Matrices/6.1. Introduction to Matrices/Lessons/6.1.3. Adding and Subtracting Matrices.md,6. Matrices/6.1. Introduction to Matrices/Source/6.1.3. Adding and Subtracting Matrices,30,30,130
1168,PCL.6.1.4,6.1.4,Properties of Matrix Addition,6. Matrices,6.1. Introduction to Matrices,6. Matrices/6.1. Introduction to Matrices/Lessons/6.1.4. Properties of Matrix Addition.md,6. Matrices/6.1. Introduction to Matrices/Source/6.1.4. Properties of Matrix Addition,31,31,131
146,PCL.6.1.5,6.1.5,Scalar Multiplication of Matrices,6. Matrices,6.1. Introduction to Matrices,6. Matrices/6.1. Introduction to Matrices/Lessons/6.1.5. Scalar Multiplication of Matrices.md,6. Matrices/6.1. Introduction to Matrices/Source/6.1.5. Scalar Multiplication of Matrices,32,32,132
862,PCL.6.1.6,6.1.6,"Zero, Square, Diagonal and Identity Matrices",6. Matrices,6.1. Introduction to Matrices,"6. Matrices/6.1. Introduction to Matrices/Lessons/6.1.6. Zero, Square, Diagonal and Identity Matrices.md","6. Matrices/6.1. Introduction to Matrices/Source/6.1.6. Zero, Square, Diagonal and Identity Matrices",31,31,133
232,PCL.6.1.7,6.1.7,The Transpose of a Matrix,6. Matrices,6.1. Introduction to Matrices,6. Matrices/6.1. Introduction to Matrices/Lessons/6.1.7. The Transpose of a Matrix.md,6. Matrices/6.1. Introduction to Matrices/Source/6.1.7. The Transpose of a Matrix,33,33,134
1195,PCL.6.2.1,6.2.1,Multiplying a Matrix by a Column Vector,6. Matrices,6.2. Matrix Multiplication,6. Matrices/6.2. Matrix Multiplication/Lessons/6.2.1. Multiplying a Matrix by a Column Vector.md,6. Matrices/6.2. Matrix Multiplication/Source/6.2.1. Multiplying a Matrix by a Column Vector,60,60,135
147,PCL.6.2.2,6.2.2,Multiplying Square Matrices,6. Matrices,6.2. Matrix Multiplication,6. Matrices/6.2. Matrix Multiplication/Lessons/6.2.2. Multiplying Square Matrices.md,6. Matrices/6.2. Matrix Multiplication/Source/6.2.2. Multiplying Square Matrices,60,60,136
1198,PCL.6.2.3,6.2.3,Conformability for Matrix Multiplication,6. Matrices,6.2. Matrix Multiplication,6. Matrices/6.2. Matrix Multiplication/Lessons/6.2.3. Conformability for Matrix Multiplication.md,6. Matrices/6.2. Matrix Multiplication/Source/6.2.3. Conformability for Matrix Multiplication,61,61,137
1196,PCL.6.2.4,6.2.4,Multiplying Matrices,6. Matrices,6.2. Matrix Multiplication,6. Matrices/6.2. Matrix Multiplication/Lessons/6.2.4. Multiplying Matrices.md,6. Matrices/6.2. Matrix Multiplication/Source/6.2.4. Multiplying Matrices,62,62,138
1725,PCL.6.2.5,6.2.5,Powers of Matrices,6. Matrices,6.2. Matrix Multiplication,6. Matrices/6.2. Matrix Multiplication/Lessons/6.2.5. Powers of Matrices.md,6. Matrices/6.2. Matrix Multiplication/Source/6.2.5. Powers of Matrices,64,64,139
1171,PCL.6.2.6,6.2.6,Multiplying a Matrix by the Identity Matrix,6. Matrices,6.2. Matrix Multiplication,6. Matrices/6.2. Matrix Multiplication/Lessons/6.2.6. Multiplying a Matrix by the Identity Matrix.md,6. Matrices/6.2. Matrix Multiplication/Source/6.2.6. Multiplying a Matrix by the Identity Matrix,61,61,140
1724,PCL.6.2.7,6.2.7,Properties of Matrix Multiplication,6. Matrices,6.2. Matrix Multiplication,6. Matrices/6.2. Matrix Multiplication/Lessons/6.2.7. Properties of Matrix Multiplication.md,6. Matrices/6.2. Matrix Multiplication/Source/6.2.7. Properties of Matrix Multiplication,63,63,141
1729,PCL.6.2.8,6.2.8,Representing 2x2 Systems of Equations Using a Matrix Product,6. Matrices,6.2. Matrix Multiplication,6. Matrices/6.2. Matrix Multiplication/Lessons/6.2.8. Representing 2x2 Systems of Equations Using a Matrix Product.md,6. Matrices/6.2. Matrix Multiplication/Source/6.2.8. Representing 2x2 Systems of Equations Using a Matrix Product,61,61,142
155,PCL.6.2.9,6.2.9,Representing 3x3 Systems of Equations Using a Matrix Product,6. Matrices,6.2. Matrix Multiplication,6. Matrices/6.2. Matrix Multiplication/Lessons/6.2.9. Representing 3x3 Systems of Equations Using a Matrix Product.md,6. Matrices/6.2. Matrix Multiplication/Source/6.2.9. Representing 3x3 Systems of Equations Using a Matrix Product,62,62,143
152,PCL.6.3.1,6.3.1,The Determinant of a 2x2 Matrix,6. Matrices,6.3. Determinants,6. Matrices/6.3. Determinants/Lessons/6.3.1. The Determinant of a 2x2 Matrix.md,6. Matrices/6.3. Determinants/Source/6.3.1. The Determinant of a 2x2 Matrix,41,41,144
1169,PCL.6.3.2,6.3.2,The Geometric Interpretation of the 2x2 Determinant,6. Matrices,6.3. Determinants,6. Matrices/6.3. Determinants/Lessons/6.3.2. The Geometric Interpretation of the 2x2 Determinant.md,6. Matrices/6.3. Determinants/Source/6.3.2. The Geometric Interpretation of the 2x2 Determinant,56,56,145
233,PCL.6.3.3,6.3.3,The Minors of a 3x3 Matrix,6. Matrices,6.3. Determinants,6. Matrices/6.3. Determinants/Lessons/6.3.3. The Minors of a 3x3 Matrix.md,6. Matrices/6.3. Determinants/Source/6.3.3. The Minors of a 3x3 Matrix,45,45,146
153,PCL.6.3.4,6.3.4,The Determinant of a 3x3 Matrix,6. Matrices,6.3. Determinants,6. Matrices/6.3. Determinants/Lessons/6.3.4. The Determinant of a 3x3 Matrix.md,6. Matrices/6.3. Determinants/Source/6.3.4. The Determinant of a 3x3 Matrix,62,62,147
863,PCL.6.4.1,6.4.1,Introduction to the Inverse of a Matrix,6. Matrices,6.4. The Inverse of a Matrix,6. Matrices/6.4. The Inverse of a Matrix/Lessons/6.4.1. Introduction to the Inverse of a Matrix.md,6. Matrices/6.4. The Inverse of a Matrix/Source/6.4.1. Introduction to the Inverse of a Matrix,61,61,148
864,PCL.6.4.2,6.4.2,Inverses of 2x2 Matrices,6. Matrices,6.4. The Inverse of a Matrix,6. Matrices/6.4. The Inverse of a Matrix/Lessons/6.4.2. Inverses of 2x2 Matrices.md,6. Matrices/6.4. The Inverse of a Matrix/Source/6.4.2. Inverses of 2x2 Matrices,62,62,149
154,PCL.6.4.3,6.4.3,Calculating the Inverse of a 3x3 Matrix Using the Cofactor Method,6. Matrices,6.4. The Inverse of a Matrix,6. Matrices/6.4. The Inverse of a Matrix/Lessons/6.4.3. Calculating the Inverse of a 3x3 Matrix Using the Cofactor Method.md,6. Matrices/6.4. The Inverse of a Matrix/Source/6.4.3. Calculating the Inverse of a 3x3 Matrix Using the Cofactor Method,63,63,150
934,PCL.6.4.4,6.4.4,Solving 2x2 Systems of Equations Using Inverse Matrices,6. Matrices,6.4. The Inverse of a Matrix,6. Matrices/6.4. The Inverse of a Matrix/Lessons/6.4.4. Solving 2x2 Systems of Equations Using Inverse Matrices.md,6. Matrices/6.4. The Inverse of a Matrix/Source/6.4.4. Solving 2x2 Systems of Equations Using Inverse Matrices,63,63,151
1023,PCL.6.4.5,6.4.5,Solving Systems of Equations Using Inverse Matrices,6. Matrices,6.4. The Inverse of a Matrix,6. Matrices/6.4. The Inverse of a Matrix/Lessons/6.4.5. Solving Systems of Equations Using Inverse Matrices.md,6. Matrices/6.4. The Inverse of a Matrix/Source/6.4.5. Solving Systems of Equations Using Inverse Matrices,64,64,152
865,PCL.6.5.1,6.5.1,Introduction to Linear Transformations,6. Matrices,6.5. Linear Transformations,6. Matrices/6.5. Linear Transformations/Lessons/6.5.1. Introduction to Linear Transformations.md,6. Matrices/6.5. Linear Transformations/Source/6.5.1. Introduction to Linear Transformations,58,58,153
1959,PCL.6.5.2,6.5.2,The Standard Matrix of a Linear Transformation,6. Matrices,6.5. Linear Transformations,6. Matrices/6.5. Linear Transformations/Lessons/6.5.2. The Standard Matrix of a Linear Transformation.md,6. Matrices/6.5. Linear Transformations/Source/6.5.2. The Standard Matrix of a Linear Transformation,61,61,154
2706,PCL.6.5.3,6.5.3,Linear Transformations of Points and Lines in the Plane,6. Matrices,6.5. Linear Transformations,6. Matrices/6.5. Linear Transformations/Lessons/6.5.3. Linear Transformations of Points and Lines in the Plane.md,6. Matrices/6.5. Linear Transformations/Source/6.5.3. Linear Transformations of Points and Lines in the Plane,62,62,155
866,PCL.6.5.4,6.5.4,Linear Transformations of Objects in the Plane,6. Matrices,6.5. Linear Transformations,6. Matrices/6.5. Linear Transformations/Lessons/6.5.4. Linear Transformations of Objects in the Plane.md,6. Matrices/6.5. Linear Transformations/Source/6.5.4. Linear Transformations of Objects in the Plane,63,63,156
867,PCL.6.5.5,6.5.5,Dilations and Reflections as Linear Transformations,6. Matrices,6.5. Linear Transformations,6. Matrices/6.5. Linear Transformations/Lessons/6.5.5. Dilations and Reflections as Linear Transformations.md,6. Matrices/6.5. Linear Transformations/Source/6.5.5. Dilations and Reflections as Linear Transformations,64,64,157
