topic-id,topic-code,topic-number,topic-name,unit,module,lesson-path,source-path,layer,nearest-integer-layer,course-map-index
3048,PAS.5.1.4,5.1.4,Independence of Discrete Random Variables,5. Combining Random Variables,5.1. Distributions of Two Discrete Random Variables,5. Combining Random Variables/5.1. Distributions of Two Discrete Random Variables/Lessons/5.1.4. Independence of Discrete Random Variables.md,5. Combining Random Variables/5.1. Distributions of Two Discrete Random Variables/Source/5.1.4. Independence of Discrete Random Variables,66,66,81
3003,PAS.5.1.5,5.1.5,Conditional Distributions for Discrete Random Variables,5. Combining Random Variables,5.1. Distributions of Two Discrete Random Variables,5. Combining Random Variables/5.1. Distributions of Two Discrete Random Variables/Lessons/5.1.5. Conditional Distributions for Discrete Random Variables.md,5. Combining Random Variables/5.1. Distributions of Two Discrete Random Variables/Source/5.1.5. Conditional Distributions for Discrete Random Variables,67,67,82
2989,PAS.5.1.6,5.1.6,The Trinomial Distribution,5. Combining Random Variables,5.1. Distributions of Two Discrete Random Variables,5. Combining Random Variables/5.1. Distributions of Two Discrete Random Variables/Lessons/5.1.6. The Trinomial Distribution.md,5. Combining Random Variables/5.1. Distributions of Two Discrete Random Variables/Source/5.1.6. The Trinomial Distribution,67,67,83
5394,PAS.5.1.7,5.1.7,The Multinomial Distribution,5. Combining Random Variables,5.1. Distributions of Two Discrete Random Variables,5. Combining Random Variables/5.1. Distributions of Two Discrete Random Variables/Lessons/5.1.7. The Multinomial Distribution.md,5. Combining Random Variables/5.1. Distributions of Two Discrete Random Variables/Source/5.1.7. The Multinomial Distribution,68,68,84
3052,PAS.5.2.1,5.2.1,Joint Distributions for Continuous Random Variables,5. Combining Random Variables,5.2. Distributions of Two Continuous Random Variables,5. Combining Random Variables/5.2. Distributions of Two Continuous Random Variables/Lessons/5.2.1. Joint Distributions for Continuous Random Variables.md,5. Combining Random Variables/5.2. Distributions of Two Continuous Random Variables/Source/5.2.1. Joint Distributions for Continuous Random Variables,76,76,85
3636,PAS.5.2.2,5.2.2,Marginal Distributions for Continuous Random Variables,5. Combining Random Variables,5.2. Distributions of Two Continuous Random Variables,5. Combining Random Variables/5.2. Distributions of Two Continuous Random Variables/Lessons/5.2.2. Marginal Distributions for Continuous Random Variables.md,5. Combining Random Variables/5.2. Distributions of Two Continuous Random Variables/Source/5.2.2. Marginal Distributions for Continuous Random Variables,77,77,86
3863,PAS.5.2.3,5.2.3,Independence of Continuous Random Variables,5. Combining Random Variables,5.2. Distributions of Two Continuous Random Variables,5. Combining Random Variables/5.2. Distributions of Two Continuous Random Variables/Lessons/5.2.3. Independence of Continuous Random Variables.md,5. Combining Random Variables/5.2. Distributions of Two Continuous Random Variables/Source/5.2.3. Independence of Continuous Random Variables,78,78,87
3022,PAS.5.2.4,5.2.4,Conditional Distributions for Continuous Random Variables,5. Combining Random Variables,5.2. Distributions of Two Continuous Random Variables,5. Combining Random Variables/5.2. Distributions of Two Continuous Random Variables/Lessons/5.2.4. Conditional Distributions for Continuous Random Variables.md,5. Combining Random Variables/5.2. Distributions of Two Continuous Random Variables/Source/5.2.4. Conditional Distributions for Continuous Random Variables,79,79,88
3640,PAS.5.2.5,5.2.5,The Joint CDF of Two Continuous Random Variables,5. Combining Random Variables,5.2. Distributions of Two Continuous Random Variables,5. Combining Random Variables/5.2. Distributions of Two Continuous Random Variables/Lessons/5.2.5. The Joint CDF of Two Continuous Random Variables.md,5. Combining Random Variables/5.2. Distributions of Two Continuous Random Variables/Source/5.2.5. The Joint CDF of Two Continuous Random Variables,79,79,89
3866,PAS.5.2.6,5.2.6,Properties of the Joint CDF of Two Continuous Random Variables,5. Combining Random Variables,5.2. Distributions of Two Continuous Random Variables,5. Combining Random Variables/5.2. Distributions of Two Continuous Random Variables/Lessons/5.2.6. Properties of the Joint CDF of Two Continuous Random Variables.md,5. Combining Random Variables/5.2. Distributions of Two Continuous Random Variables/Source/5.2.6. Properties of the Joint CDF of Two Continuous Random Variables,80,80,90
918,PAS.5.2.7,5.2.7,The Bivariate Normal Distribution,5. Combining Random Variables,5.2. Distributions of Two Continuous Random Variables,5. Combining Random Variables/5.2. Distributions of Two Continuous Random Variables/Lessons/5.2.7. The Bivariate Normal Distribution.md,5. Combining Random Variables/5.2. Distributions of Two Continuous Random Variables/Source/5.2.7. The Bivariate Normal Distribution,82,82,91
3295,PAS.5.3.1,5.3.1,Linear Combinations of Binomial Random Variables,5. Combining Random Variables,5.3. Linear Combinations of Random Variables,5. Combining Random Variables/5.3. Linear Combinations of Random Variables/Lessons/5.3.1. Linear Combinations of Binomial Random Variables.md,5. Combining Random Variables/5.3. Linear Combinations of Random Variables/Source/5.3.1. Linear Combinations of Binomial Random Variables,67,67,92
3296,PAS.5.3.2,5.3.2,Linear Combinations of Poisson Random Variables,5. Combining Random Variables,5.3. Linear Combinations of Random Variables,5. Combining Random Variables/5.3. Linear Combinations of Random Variables/Lessons/5.3.2. Linear Combinations of Poisson Random Variables.md,5. Combining Random Variables/5.3. Linear Combinations of Random Variables/Source/5.3.2. Linear Combinations of Poisson Random Variables,67,67,93
3009,PAS.5.3.3,5.3.3,Combining Two Normally Distributed Random Variables,5. Combining Random Variables,5.3. Linear Combinations of Random Variables,5. Combining Random Variables/5.3. Linear Combinations of Random Variables/Lessons/5.3.3. Combining Two Normally Distributed Random Variables.md,5. Combining Random Variables/5.3. Linear Combinations of Random Variables/Source/5.3.3. Combining Two Normally Distributed Random Variables,79,79,94
3638,PAS.5.3.4,5.3.4,Combining Multiple Normally Distributed Random Variables,5. Combining Random Variables,5.3. Linear Combinations of Random Variables,5. Combining Random Variables/5.3. Linear Combinations of Random Variables/Lessons/5.3.4. Combining Multiple Normally Distributed Random Variables.md,5. Combining Random Variables/5.3. Linear Combinations of Random Variables/Source/5.3.4. Combining Multiple Normally Distributed Random Variables,80,80,95
3859,PAS.5.3.5,5.3.5,I.I.D Normal Random Variables,5. Combining Random Variables,5.3. Linear Combinations of Random Variables,5. Combining Random Variables/5.3. Linear Combinations of Random Variables/Lessons/5.3.5. I.I.D Normal Random Variables.md,5. Combining Random Variables/5.3. Linear Combinations of Random Variables/Source/5.3.5. I.I.D Normal Random Variables,81,81,96
3292,PAS.5.4.1,5.4.1,Expected Values of Sums and Products of Random Variables,5. Combining Random Variables,5.4. Expectation for Multivariate Distributions,5. Combining Random Variables/5.4. Expectation for Multivariate Distributions/Lessons/5.4.1. Expected Values of Sums and Products of Random Variables.md,5. Combining Random Variables/5.4. Expectation for Multivariate Distributions/Source/5.4.1. Expected Values of Sums and Products of Random Variables,67,67,97
3062,PAS.5.4.2,5.4.2,Variance of Sums of Independent Random Variables,5. Combining Random Variables,5.4. Expectation for Multivariate Distributions,5. Combining Random Variables/5.4. Expectation for Multivariate Distributions/Lessons/5.4.2. Variance of Sums of Independent Random Variables.md,5. Combining Random Variables/5.4. Expectation for Multivariate Distributions/Source/5.4.2. Variance of Sums of Independent Random Variables,67,67,98
3856,PAS.5.4.3,5.4.3,Computing Expected Values From Joint Distributions,5. Combining Random Variables,5.4. Expectation for Multivariate Distributions,5. Combining Random Variables/5.4. Expectation for Multivariate Distributions/Lessons/5.4.3. Computing Expected Values From Joint Distributions.md,5. Combining Random Variables/5.4. Expectation for Multivariate Distributions/Source/5.4.3. Computing Expected Values From Joint Distributions,78,78,99
3053,PAS.5.4.4,5.4.4,Conditional Expectation for Discrete Random Variables,5. Combining Random Variables,5.4. Expectation for Multivariate Distributions,5. Combining Random Variables/5.4. Expectation for Multivariate Distributions/Lessons/5.4.4. Conditional Expectation for Discrete Random Variables.md,5. Combining Random Variables/5.4. Expectation for Multivariate Distributions/Source/5.4.4. Conditional Expectation for Discrete Random Variables,68,68,100
3926,PAS.5.4.5,5.4.5,Conditional Variance for Discrete Random Variables,5. Combining Random Variables,5.4. Expectation for Multivariate Distributions,5. Combining Random Variables/5.4. Expectation for Multivariate Distributions/Lessons/5.4.5. Conditional Variance for Discrete Random Variables.md,5. Combining Random Variables/5.4. Expectation for Multivariate Distributions/Source/5.4.5. Conditional Variance for Discrete Random Variables,69,69,101
3061,PAS.5.4.6,5.4.6,The Rule of the Lazy Statistician for Two Random Variables,5. Combining Random Variables,5.4. Expectation for Multivariate Distributions,5. Combining Random Variables/5.4. Expectation for Multivariate Distributions/Lessons/5.4.6. The Rule of the Lazy Statistician for Two Random Variables.md,5. Combining Random Variables/5.4. Expectation for Multivariate Distributions/Source/5.4.6. The Rule of the Lazy Statistician for Two Random Variables,77,77,102
5997,PAS.5.4.7,5.4.7,The Law of Total Expectation for Discrete Random Variables,5. Combining Random Variables,5.4. Expectation for Multivariate Distributions,5. Combining Random Variables/5.4. Expectation for Multivariate Distributions/Lessons/5.4.7. The Law of Total Expectation for Discrete Random Variables.md,5. Combining Random Variables/5.4. Expectation for Multivariate Distributions/Source/5.4.7. The Law of Total Expectation for Discrete Random Variables,69,69,103
3049,PAS.5.5.1,5.5.1,The Covariance of Two Random Variables,5. Combining Random Variables,5.5. Covariance of Random Variables,5. Combining Random Variables/5.5. Covariance of Random Variables/Lessons/5.5.1. The Covariance of Two Random Variables.md,5. Combining Random Variables/5.5. Covariance of Random Variables/Source/5.5.1. The Covariance of Two Random Variables,79,79,104
3940,PAS.5.5.2,5.5.2,Variance of Sums of Random Variables,5. Combining Random Variables,5.5. Covariance of Random Variables,5. Combining Random Variables/5.5. Covariance of Random Variables/Lessons/5.5.2. Variance of Sums of Random Variables.md,5. Combining Random Variables/5.5. Covariance of Random Variables/Source/5.5.2. Variance of Sums of Random Variables,80,80,105
3939,PAS.5.5.3,5.5.3,The Covariance Matrix,5. Combining Random Variables,5.5. Covariance of Random Variables,5. Combining Random Variables/5.5. Covariance of Random Variables/Lessons/5.5.3. The Covariance Matrix.md,5. Combining Random Variables/5.5. Covariance of Random Variables/Source/5.5.3. The Covariance Matrix,81,81,106
3050,PAS.5.5.4,5.5.4,The Correlation Coefficient for Two Random Variables,5. Combining Random Variables,5.5. Covariance of Random Variables,5. Combining Random Variables/5.5. Covariance of Random Variables/Lessons/5.5.4. The Correlation Coefficient for Two Random Variables.md,5. Combining Random Variables/5.5. Covariance of Random Variables/Source/5.5.4. The Correlation Coefficient for Two Random Variables,80,80,107
3138,PAS.5.5.5,5.5.5,The Sample Covariance Matrix,5. Combining Random Variables,5.5. Covariance of Random Variables,5. Combining Random Variables/5.5. Covariance of Random Variables/Lessons/5.5.5. The Sample Covariance Matrix.md,5. Combining Random Variables/5.5. Covariance of Random Variables/Source/5.5.5. The Sample Covariance Matrix,72,72,108
2980,PAS.6.1.1,6.1.1,The Sample Mean,6. Parametric Inference,"6.1. Mean, Variance, and Proportion","6. Parametric Inference/6.1. Mean, Variance, and Proportion/Lessons/6.1.1. The Sample Mean.md","6. Parametric Inference/6.1. Mean, Variance, and Proportion/Source/6.1.1. The Sample Mean",68,68,109
3864,PAS.6.1.2,6.1.2,Sampling Distributions,6. Parametric Inference,"6.1. Mean, Variance, and Proportion","6. Parametric Inference/6.1. Mean, Variance, and Proportion/Lessons/6.1.2. Sampling Distributions.md","6. Parametric Inference/6.1. Mean, Variance, and Proportion/Source/6.1.2. Sampling Distributions",69,69,110
3820,PAS.6.1.3,6.1.3,The Sample Variance,6. Parametric Inference,"6.1. Mean, Variance, and Proportion","6. Parametric Inference/6.1. Mean, Variance, and Proportion/Lessons/6.1.3. The Sample Variance.md","6. Parametric Inference/6.1. Mean, Variance, and Proportion/Source/6.1.3. The Sample Variance",71,71,111
4117,PAS.6.1.4,6.1.4,Pooled Variance,6. Parametric Inference,"6.1. Mean, Variance, and Proportion","6. Parametric Inference/6.1. Mean, Variance, and Proportion/Lessons/6.1.4. Pooled Variance.md","6. Parametric Inference/6.1. Mean, Variance, and Proportion/Source/6.1.4. Pooled Variance",72,72,112
3013,PAS.6.1.5,6.1.5,Variance of Sample Means,6. Parametric Inference,"6.1. Mean, Variance, and Proportion","6. Parametric Inference/6.1. Mean, Variance, and Proportion/Lessons/6.1.5. Variance of Sample Means.md","6. Parametric Inference/6.1. Mean, Variance, and Proportion/Source/6.1.5. Variance of Sample Means",70,70,113
3067,PAS.6.1.6,6.1.6,Sample Means From Normal Populations,6. Parametric Inference,"6.1. Mean, Variance, and Proportion","6. Parametric Inference/6.1. Mean, Variance, and Proportion/Lessons/6.1.6. Sample Means From Normal Populations.md","6. Parametric Inference/6.1. Mean, Variance, and Proportion/Source/6.1.6. Sample Means From Normal Populations",82,82,114
3137,PAS.6.1.7,6.1.7,Sampling Proportions From Finite Populations,6. Parametric Inference,"6.1. Mean, Variance, and Proportion","6. Parametric Inference/6.1. Mean, Variance, and Proportion/Lessons/6.1.7. Sampling Proportions From Finite Populations.md","6. Parametric Inference/6.1. Mean, Variance, and Proportion/Source/6.1.7. Sampling Proportions From Finite Populations",70,70,115
4945,PAS.6.1.8,6.1.8,The Method of Moments,6. Parametric Inference,"6.1. Mean, Variance, and Proportion","6. Parametric Inference/6.1. Mean, Variance, and Proportion/Lessons/6.1.8. The Method of Moments.md","6. Parametric Inference/6.1. Mean, Variance, and Proportion/Source/6.1.8. The Method of Moments",77,77,116
5363,PAS.6.1.9,6.1.9,The Method of Moments: Two-Parameter Distributions,6. Parametric Inference,"6.1. Mean, Variance, and Proportion","6. Parametric Inference/6.1. Mean, Variance, and Proportion/Lessons/6.1.9. The Method of Moments- Two-Parameter Distributions.md","6. Parametric Inference/6.1. Mean, Variance, and Proportion/Source/6.1.9. The Method of Moments- Two-Parameter Distributions",78,78,117
359,PAS.6.2.1,6.2.1,The Central Limit Theorem,6. Parametric Inference,6.2. The Central Limit Theorem,6. Parametric Inference/6.2. The Central Limit Theorem/Lessons/6.2.1. The Central Limit Theorem.md,6. Parametric Inference/6.2. The Central Limit Theorem/Source/6.2.1. The Central Limit Theorem,83,83,118
3862,PAS.6.2.2,6.2.2,Applications of the Central Limit Theorem,6. Parametric Inference,6.2. The Central Limit Theorem,6. Parametric Inference/6.2. The Central Limit Theorem/Lessons/6.2.2. Applications of the Central Limit Theorem.md,6. Parametric Inference/6.2. The Central Limit Theorem/Source/6.2.2. Applications of the Central Limit Theorem,84,84,119
3930,PAS.6.2.3,6.2.3,Finite Population Corrections for Sample Means,6. Parametric Inference,6.2. The Central Limit Theorem,6. Parametric Inference/6.2. The Central Limit Theorem/Lessons/6.2.3. Finite Population Corrections for Sample Means.md,6. Parametric Inference/6.2. The Central Limit Theorem/Source/6.2.3. Finite Population Corrections for Sample Means,84,84,120
3932,PAS.6.2.4,6.2.4,Point Estimates of Population Proportions,6. Parametric Inference,6.2. The Central Limit Theorem,6. Parametric Inference/6.2. The Central Limit Theorem/Lessons/6.2.4. Point Estimates of Population Proportions.md,6. Parametric Inference/6.2. The Central Limit Theorem/Source/6.2.4. Point Estimates of Population Proportions,84,84,121
5020,PAS.6.2.5,6.2.5,Finite Population Corrections for Sample Proportions,6. Parametric Inference,6.2. The Central Limit Theorem,6. Parametric Inference/6.2. The Central Limit Theorem/Lessons/6.2.5. Finite Population Corrections for Sample Proportions.md,6. Parametric Inference/6.2. The Central Limit Theorem/Source/6.2.5. Finite Population Corrections for Sample Proportions,85,85,122
3081,PAS.6.3.1,6.3.1,Product Notation,6. Parametric Inference,6.3. Maximum Likelihood,6. Parametric Inference/6.3. Maximum Likelihood/Lessons/6.3.1. Product Notation.md,6. Parametric Inference/6.3. Maximum Likelihood/Source/6.3.1. Product Notation,44,44,123
294,PAS.6.3.2,6.3.2,Logarithmic Differentiation,6. Parametric Inference,6.3. Maximum Likelihood,6. Parametric Inference/6.3. Maximum Likelihood/Lessons/6.3.2. Logarithmic Differentiation.md,6. Parametric Inference/6.3. Maximum Likelihood/Source/6.3.2. Logarithmic Differentiation,63,63,124
3603,PAS.6.3.3,6.3.3,Likelihood Functions for Discrete Probability Distributions,6. Parametric Inference,6.3. Maximum Likelihood,6. Parametric Inference/6.3. Maximum Likelihood/Lessons/6.3.3. Likelihood Functions for Discrete Probability Distributions.md,6. Parametric Inference/6.3. Maximum Likelihood/Source/6.3.3. Likelihood Functions for Discrete Probability Distributions,70,70,125
4124,PAS.6.3.4,6.3.4,Log-Likelihood Functions for Discrete Probability Distributions,6. Parametric Inference,6.3. Maximum Likelihood,6. Parametric Inference/6.3. Maximum Likelihood/Lessons/6.3.4. Log-Likelihood Functions for Discrete Probability Distributions.md,6. Parametric Inference/6.3. Maximum Likelihood/Source/6.3.4. Log-Likelihood Functions for Discrete Probability Distributions,71,71,126
4123,PAS.6.3.5,6.3.5,Likelihood Functions for Continuous Probability Distributions,6. Parametric Inference,6.3. Maximum Likelihood,6. Parametric Inference/6.3. Maximum Likelihood/Lessons/6.3.5. Likelihood Functions for Continuous Probability Distributions.md,6. Parametric Inference/6.3. Maximum Likelihood/Source/6.3.5. Likelihood Functions for Continuous Probability Distributions,74,74,127
4125,PAS.6.3.6,6.3.6,Log-Likelihood Functions for Continuous Probability Distributions,6. Parametric Inference,6.3. Maximum Likelihood,6. Parametric Inference/6.3. Maximum Likelihood/Lessons/6.3.6. Log-Likelihood Functions for Continuous Probability Distributions.md,6. Parametric Inference/6.3. Maximum Likelihood/Source/6.3.6. Log-Likelihood Functions for Continuous Probability Distributions,75,75,128
3077,PAS.6.3.7,6.3.7,Maximum Likelihood Estimation,6. Parametric Inference,6.3. Maximum Likelihood,6. Parametric Inference/6.3. Maximum Likelihood/Lessons/6.3.7. Maximum Likelihood Estimation.md,6. Parametric Inference/6.3. Maximum Likelihood/Source/6.3.7. Maximum Likelihood Estimation,76,76,129
260,PAS.7.1.1,7.1.1,Confidence Intervals for One Mean: Known Population Variance,7. Confidence Intervals,7.1. One-Sample Procedures,7. Confidence Intervals/7.1. One-Sample Procedures/Lessons/7.1.1. Confidence Intervals for One Mean- Known Population Variance.md,7. Confidence Intervals/7.1. One-Sample Procedures/Source/7.1.1. Confidence Intervals for One Mean- Known Population Variance,84,84,130
3855,PAS.7.1.2,7.1.2,Confidence Intervals for One Mean: Unknown Population Variance,7. Confidence Intervals,7.1. One-Sample Procedures,7. Confidence Intervals/7.1. One-Sample Procedures/Lessons/7.1.2. Confidence Intervals for One Mean- Unknown Population Variance.md,7. Confidence Intervals/7.1. One-Sample Procedures/Source/7.1.2. Confidence Intervals for One Mean- Unknown Population Variance,85,85,131
5275,PAS.7.1.3,7.1.3,Confidence Intervals for One Means: Finite Population Correction,7. Confidence Intervals,7.1. One-Sample Procedures,7. Confidence Intervals/7.1. One-Sample Procedures/Lessons/7.1.3. Confidence Intervals for One Means- Finite Population Correction.md,7. Confidence Intervals/7.1. One-Sample Procedures/Source/7.1.3. Confidence Intervals for One Means- Finite Population Correction,86,86,132
3300,PAS.7.1.4,7.1.4,Confidence Intervals for One Proportion,7. Confidence Intervals,7.1. One-Sample Procedures,7. Confidence Intervals/7.1. One-Sample Procedures/Lessons/7.1.4. Confidence Intervals for One Proportion.md,7. Confidence Intervals/7.1. One-Sample Procedures/Source/7.1.4. Confidence Intervals for One Proportion,85,85,133
3931,PAS.7.1.5,7.1.5,Confidence Intervals for One Proportion: Finite Population Corrections,7. Confidence Intervals,7.1. One-Sample Procedures,7. Confidence Intervals/7.1. One-Sample Procedures/Lessons/7.1.5. Confidence Intervals for One Proportion- Finite Population Corrections.md,7. Confidence Intervals/7.1. One-Sample Procedures/Source/7.1.5. Confidence Intervals for One Proportion- Finite Population Corrections,86,86,134
3299,PAS.7.1.6,7.1.6,Confidence Intervals for One Variance,7. Confidence Intervals,7.1. One-Sample Procedures,7. Confidence Intervals/7.1. One-Sample Procedures/Lessons/7.1.6. Confidence Intervals for One Variance.md,7. Confidence Intervals/7.1. One-Sample Procedures/Source/7.1.6. Confidence Intervals for One Variance,85,85,135
3298,PAS.7.2.1,7.2.1,Confidence Intervals for Two Means: Known and Unequal Population Variances,7. Confidence Intervals,7.2. Two-Sample Procedures,7. Confidence Intervals/7.2. Two-Sample Procedures/Lessons/7.2.1. Confidence Intervals for Two Means- Known and Unequal Population Variances.md,7. Confidence Intervals/7.2. Two-Sample Procedures/Source/7.2.1. Confidence Intervals for Two Means- Known and Unequal Population Variances,85,85,136
4946,PAS.7.2.2,7.2.2,Confidence Intervals for Two Means: Equal and Unknown Population Variance,7. Confidence Intervals,7.2. Two-Sample Procedures,7. Confidence Intervals/7.2. Two-Sample Procedures/Lessons/7.2.2. Confidence Intervals for Two Means- Equal and Unknown Population Variance.md,7. Confidence Intervals/7.2. Two-Sample Procedures/Source/7.2.2. Confidence Intervals for Two Means- Equal and Unknown Population Variance,86,86,137
4118,PAS.7.2.3,7.2.3,Confidence Intervals for Two Means: Unequal and Unknown Population Variance,7. Confidence Intervals,7.2. Two-Sample Procedures,7. Confidence Intervals/7.2. Two-Sample Procedures/Lessons/7.2.3. Confidence Intervals for Two Means- Unequal and Unknown Population Variance.md,7. Confidence Intervals/7.2. Two-Sample Procedures/Source/7.2.3. Confidence Intervals for Two Means- Unequal and Unknown Population Variance,86,86,138
4943,PAS.7.2.4,7.2.4,Confidence Intervals for Two Proportions,7. Confidence Intervals,7.2. Two-Sample Procedures,7. Confidence Intervals/7.2. Two-Sample Procedures/Lessons/7.2.4. Confidence Intervals for Two Proportions.md,7. Confidence Intervals/7.2. Two-Sample Procedures/Source/7.2.4. Confidence Intervals for Two Proportions,86,86,139
3970,PAS.7.2.5,7.2.5,Confidence Intervals for Paired Samples: Known Variances,7. Confidence Intervals,7.2. Two-Sample Procedures,7. Confidence Intervals/7.2. Two-Sample Procedures/Lessons/7.2.5. Confidence Intervals for Paired Samples- Known Variances.md,7. Confidence Intervals/7.2. Two-Sample Procedures/Source/7.2.5. Confidence Intervals for Paired Samples- Known Variances,86,86,140
3977,PAS.7.2.6,7.2.6,Confidence Intervals for Paired Samples: Unknown Variances,7. Confidence Intervals,7.2. Two-Sample Procedures,7. Confidence Intervals/7.2. Two-Sample Procedures/Lessons/7.2.6. Confidence Intervals for Paired Samples- Unknown Variances.md,7. Confidence Intervals/7.2. Two-Sample Procedures/Source/7.2.6. Confidence Intervals for Paired Samples- Unknown Variances,87,87,141
3319,PAS.7.3.1,7.3.1,Estimating Sample Sizes for Means,7. Confidence Intervals,7.3. Sample Size,7. Confidence Intervals/7.3. Sample Size/Lessons/7.3.1. Estimating Sample Sizes for Means.md,7. Confidence Intervals/7.3. Sample Size/Source/7.3.1. Estimating Sample Sizes for Means,86,86,142
3320,PAS.7.3.2,7.3.2,Estimating Sample Sizes for Proportions,7. Confidence Intervals,7.3. Sample Size,7. Confidence Intervals/7.3. Sample Size/Lessons/7.3.2. Estimating Sample Sizes for Proportions.md,7. Confidence Intervals/7.3. Sample Size/Source/7.3.2. Estimating Sample Sizes for Proportions,86,86,143
3321,PAS.7.3.3,7.3.3,Estimating Sample Sizes for Proportions: Finite Population Correction,7. Confidence Intervals,7.3. Sample Size,7. Confidence Intervals/7.3. Sample Size/Lessons/7.3.3. Estimating Sample Sizes for Proportions- Finite Population Correction.md,7. Confidence Intervals/7.3. Sample Size/Source/7.3.3. Estimating Sample Sizes for Proportions- Finite Population Correction,87,87,144
2995,PAS.8.1.1,8.1.1,Introduction to Hypothesis Testing,8. Hypothesis Testing,8.1. One-Sample Procedures,8. Hypothesis Testing/8.1. One-Sample Procedures/Lessons/8.1.1. Introduction to Hypothesis Testing.md,8. Hypothesis Testing/8.1. One-Sample Procedures/Source/8.1.1. Introduction to Hypothesis Testing,70,70,145
4126,PAS.8.1.2,8.1.2,Hypothesis Tests for the Rate of a Poisson Distribution,8. Hypothesis Testing,8.1. One-Sample Procedures,8. Hypothesis Testing/8.1. One-Sample Procedures/Lessons/8.1.2. Hypothesis Tests for the Rate of a Poisson Distribution.md,8. Hypothesis Testing/8.1. One-Sample Procedures/Source/8.1.2. Hypothesis Tests for the Rate of a Poisson Distribution,71,71,146
4131,PAS.8.1.3,8.1.3,Critical Regions for Left-Tailed Hypothesis Tests,8. Hypothesis Testing,8.1. One-Sample Procedures,8. Hypothesis Testing/8.1. One-Sample Procedures/Lessons/8.1.3. Critical Regions for Left-Tailed Hypothesis Tests.md,8. Hypothesis Testing/8.1. One-Sample Procedures/Source/8.1.3. Critical Regions for Left-Tailed Hypothesis Tests,72,72,147
4948,PAS.8.1.4,8.1.4,Critical Regions for Right-Tailed Hypothesis Tests,8. Hypothesis Testing,8.1. One-Sample Procedures,8. Hypothesis Testing/8.1. One-Sample Procedures/Lessons/8.1.4. Critical Regions for Right-Tailed Hypothesis Tests.md,8. Hypothesis Testing/8.1. One-Sample Procedures/Source/8.1.4. Critical Regions for Right-Tailed Hypothesis Tests,73,73,148
4120,PAS.8.1.5,8.1.5,Two-Tailed Hypothesis Tests,8. Hypothesis Testing,8.1. One-Sample Procedures,8. Hypothesis Testing/8.1. One-Sample Procedures/Lessons/8.1.5. Two-Tailed Hypothesis Tests.md,8. Hypothesis Testing/8.1. One-Sample Procedures/Source/8.1.5. Two-Tailed Hypothesis Tests,74,74,149
3012,PAS.8.1.6,8.1.6,Type I and Type II Errors,8. Hypothesis Testing,8.1. One-Sample Procedures,8. Hypothesis Testing/8.1. One-Sample Procedures/Lessons/8.1.6. Type I and Type II Errors.md,8. Hypothesis Testing/8.1. One-Sample Procedures/Source/8.1.6. Type I and Type II Errors,75,75,150
3303,PAS.8.1.7,8.1.7,Hypothesis Tests for One Mean: Known Population Variance,8. Hypothesis Testing,8.1. One-Sample Procedures,8. Hypothesis Testing/8.1. One-Sample Procedures/Lessons/8.1.7. Hypothesis Tests for One Mean- Known Population Variance.md,8. Hypothesis Testing/8.1. One-Sample Procedures/Source/8.1.7. Hypothesis Tests for One Mean- Known Population Variance,84,84,151
3311,PAS.8.1.8,8.1.8,Hypothesis Tests for One Mean: Unknown Population Variance,8. Hypothesis Testing,8.1. One-Sample Procedures,8. Hypothesis Testing/8.1. One-Sample Procedures/Lessons/8.1.8. Hypothesis Tests for One Mean- Unknown Population Variance.md,8. Hypothesis Testing/8.1. One-Sample Procedures/Source/8.1.8. Hypothesis Tests for One Mean- Unknown Population Variance,85,85,152
3314,PAS.8.1.9,8.1.9,Hypothesis Tests for One Variance,8. Hypothesis Testing,8.1. One-Sample Procedures,8. Hypothesis Testing/8.1. One-Sample Procedures/Lessons/8.1.9. Hypothesis Tests for One Variance.md,8. Hypothesis Testing/8.1. One-Sample Procedures/Source/8.1.9. Hypothesis Tests for One Variance,85,85,153
3310,PAS.8.2.1,8.2.1,Hypothesis Tests for Two Means: Known Population Variances,8. Hypothesis Testing,8.2. Two-Sample Procedures,8. Hypothesis Testing/8.2. Two-Sample Procedures/Lessons/8.2.1. Hypothesis Tests for Two Means- Known Population Variances.md,8. Hypothesis Testing/8.2. Two-Sample Procedures/Source/8.2.1. Hypothesis Tests for Two Means- Known Population Variances,85,85,154
3313,PAS.8.2.2,8.2.2,Hypothesis Tests for Two Means: Equal But Unknown Population Variances,8. Hypothesis Testing,8.2. Two-Sample Procedures,8. Hypothesis Testing/8.2. Two-Sample Procedures/Lessons/8.2.2. Hypothesis Tests for Two Means- Equal But Unknown Population Variances.md,8. Hypothesis Testing/8.2. Two-Sample Procedures/Source/8.2.2. Hypothesis Tests for Two Means- Equal But Unknown Population Variances,86,86,155
4119,PAS.8.2.3,8.2.3,Hypothesis Tests for Two Means: Unequal and Unknown Population Variances,8. Hypothesis Testing,8.2. Two-Sample Procedures,8. Hypothesis Testing/8.2. Two-Sample Procedures/Lessons/8.2.3. Hypothesis Tests for Two Means- Unequal and Unknown Population Variances.md,8. Hypothesis Testing/8.2. Two-Sample Procedures/Source/8.2.3. Hypothesis Tests for Two Means- Unequal and Unknown Population Variances,86,86,156
