topic-id,topic-code,topic-number,topic-name,unit,module,lesson-path,source-path,layer,nearest-integer-layer,course-map-index
1201,CAB.6.4.6,6.4.6,Calculating the Definite Integral of a Function's Derivative Given its Graph,6. Integration,6.4. The Area Under a Curve,6. Integration/6.4. The Area Under a Curve/Lessons/6.4.6. Calculating the Definite Integral of a Function's Derivative Given its Graph.md,6. Integration/6.4. The Area Under a Curve/Source/6.4.6. Calculating the Definite Integral of a Function's Derivative Given its Graph,70,70,146
626,CAB.6.4.7,6.4.7,Definite Integrals of Piecewise Functions,6. Integration,6.4. The Area Under a Curve,6. Integration/6.4. The Area Under a Curve/Lessons/6.4.7. Definite Integrals of Piecewise Functions.md,6. Integration/6.4. The Area Under a Curve/Source/6.4.7. Definite Integrals of Piecewise Functions,70,70,147
333,CAB.6.5.1,6.5.1,The Integral as an Accumulation Function,6. Integration,6.5. Accumulation Functions,6. Integration/6.5. Accumulation Functions/Lessons/6.5.1. The Integral as an Accumulation Function.md,6. Integration/6.5. Accumulation Functions/Source/6.5.1. The Integral as an Accumulation Function,70,70,148
613,CAB.6.5.2,6.5.2,The Second Fundamental Theorem of Calculus,6. Integration,6.5. Accumulation Functions,6. Integration/6.5. Accumulation Functions/Lessons/6.5.2. The Second Fundamental Theorem of Calculus.md,6. Integration/6.5. Accumulation Functions/Source/6.5.2. The Second Fundamental Theorem of Calculus,71,71,149
1230,CAB.6.5.3,6.5.3,Maximizing a Function Using the Graph of Its Derivative,6. Integration,6.5. Accumulation Functions,6. Integration/6.5. Accumulation Functions/Lessons/6.5.3. Maximizing a Function Using the Graph of Its Derivative.md,6. Integration/6.5. Accumulation Functions/Source/6.5.3. Maximizing a Function Using the Graph of Its Derivative,74,74,150
1250,CAB.6.5.4,6.5.4,Minimizing a Function Using the Graph of its Derivative,6. Integration,6.5. Accumulation Functions,6. Integration/6.5. Accumulation Functions/Lessons/6.5.4. Minimizing a Function Using the Graph of its Derivative.md,6. Integration/6.5. Accumulation Functions/Source/6.5.4. Minimizing a Function Using the Graph of its Derivative,74,74,151
3896,CAB.6.5.5,6.5.5,Further Optimizing Functions Using Graphs of Derivatives,6. Integration,6.5. Accumulation Functions,6. Integration/6.5. Accumulation Functions/Lessons/6.5.5. Further Optimizing Functions Using Graphs of Derivatives.md,6. Integration/6.5. Accumulation Functions/Source/6.5.5. Further Optimizing Functions Using Graphs of Derivatives,75,75,152
2512,CAB.6.5.6,6.5.6,Integrating Rates of Change,6. Integration,6.5. Accumulation Functions,6. Integration/6.5. Accumulation Functions/Lessons/6.5.6. Integrating Rates of Change.md,6. Integration/6.5. Accumulation Functions/Source/6.5.6. Integrating Rates of Change,72,72,153
2513,CAB.6.5.7,6.5.7,Integrating Density Functions,6. Integration,6.5. Accumulation Functions,6. Integration/6.5. Accumulation Functions/Lessons/6.5.7. Integrating Density Functions.md,6. Integration/6.5. Accumulation Functions/Source/6.5.7. Integrating Density Functions,72,72,154
334,CAB.6.6.1,6.6.1,Integrating Algebraic Functions Using Substitution,6. Integration,6.6. Integration Using Substitution,6. Integration/6.6. Integration Using Substitution/Lessons/6.6.1. Integrating Algebraic Functions Using Substitution.md,6. Integration/6.6. Integration Using Substitution/Source/6.6.1. Integrating Algebraic Functions Using Substitution,57,57,155
331,CAB.6.6.2,6.6.2,Integrating Linear Rational Functions Using Substitution,6. Integration,6.6. Integration Using Substitution,6. Integration/6.6. Integration Using Substitution/Lessons/6.6.2. Integrating Linear Rational Functions Using Substitution.md,6. Integration/6.6. Integration Using Substitution/Source/6.6.2. Integrating Linear Rational Functions Using Substitution,58,58,156
443,CAB.6.6.3,6.6.3,Integration Using Substitution,6. Integration,6.6. Integration Using Substitution,6. Integration/6.6. Integration Using Substitution/Lessons/6.6.3. Integration Using Substitution.md,6. Integration/6.6. Integration Using Substitution/Source/6.6.3. Integration Using Substitution,59,59,157
1159,CAB.6.6.4,6.6.4,Calculating Definite Integrals Using Substitution,6. Integration,6.6. Integration Using Substitution,6. Integration/6.6. Integration Using Substitution/Lessons/6.6.4. Calculating Definite Integrals Using Substitution.md,6. Integration/6.6. Integration Using Substitution/Source/6.6.4. Calculating Definite Integrals Using Substitution,68,68,158
316,CAB.6.6.5,6.6.5,Further Integration of Algebraic Functions Using Substitution,6. Integration,6.6. Integration Using Substitution,6. Integration/6.6. Integration Using Substitution/Lessons/6.6.5. Further Integration of Algebraic Functions Using Substitution.md,6. Integration/6.6. Integration Using Substitution/Source/6.6.5. Further Integration of Algebraic Functions Using Substitution,69,69,159
1112,CAB.6.6.6,6.6.6,Integrating Exponential Functions Using Linear Substitution,6. Integration,6.6. Integration Using Substitution,6. Integration/6.6. Integration Using Substitution/Lessons/6.6.6. Integrating Exponential Functions Using Linear Substitution.md,6. Integration/6.6. Integration Using Substitution/Source/6.6.6. Integrating Exponential Functions Using Linear Substitution,69,69,160
3770,CAB.6.6.7,6.6.7,Integrating Exponential Functions Using Substitution,6. Integration,6.6. Integration Using Substitution,6. Integration/6.6. Integration Using Substitution/Lessons/6.6.7. Integrating Exponential Functions Using Substitution.md,6. Integration/6.6. Integration Using Substitution/Source/6.6.7. Integrating Exponential Functions Using Substitution,70,70,161
478,CAB.6.6.8,6.6.8,Integrating Trigonometric Functions Using Substitution,6. Integration,6.6. Integration Using Substitution,6. Integration/6.6. Integration Using Substitution/Lessons/6.6.8. Integrating Trigonometric Functions Using Substitution.md,6. Integration/6.6. Integration Using Substitution/Source/6.6.8. Integrating Trigonometric Functions Using Substitution,69,69,162
1161,CAB.6.6.9,6.6.9,Integrating Logarithmic Functions Using Substitution,6. Integration,6.6. Integration Using Substitution,6. Integration/6.6. Integration Using Substitution/Lessons/6.6.9. Integrating Logarithmic Functions Using Substitution.md,6. Integration/6.6. Integration Using Substitution/Source/6.6.9. Integrating Logarithmic Functions Using Substitution,69,69,163
315,CAB.6.6.10,6.6.10,Integration by Substitution With Inverse Trigonometric Functions,6. Integration,6.6. Integration Using Substitution,6. Integration/6.6. Integration Using Substitution/Lessons/6.6.10. Integration by Substitution With Inverse Trigonometric Functions.md,6. Integration/6.6. Integration Using Substitution/Source/6.6.10. Integration by Substitution With Inverse Trigonometric Functions,69,69,164
282,CAB.6.7.1,6.7.1,Integration Using Basic Trigonometric Identities,6. Integration,6.7. Integration Using Trigonometric Identities,6. Integration/6.7. Integration Using Trigonometric Identities/Lessons/6.7.1. Integration Using Basic Trigonometric Identities.md,6. Integration/6.7. Integration Using Trigonometric Identities/Source/6.7.1. Integration Using Basic Trigonometric Identities,70,70,165
1037,CAB.6.7.2,6.7.2,Integration Using the Pythagorean Identities,6. Integration,6.7. Integration Using Trigonometric Identities,6. Integration/6.7. Integration Using Trigonometric Identities/Lessons/6.7.2. Integration Using the Pythagorean Identities.md,6. Integration/6.7. Integration Using Trigonometric Identities/Source/6.7.2. Integration Using the Pythagorean Identities,71,71,166
1038,CAB.6.7.3,6.7.3,Integration Using the Double-Angle Formulas,6. Integration,6.7. Integration Using Trigonometric Identities,6. Integration/6.7. Integration Using Trigonometric Identities/Lessons/6.7.3. Integration Using the Double-Angle Formulas.md,6. Integration/6.7. Integration Using Trigonometric Identities/Source/6.7.3. Integration Using the Double-Angle Formulas,72,72,167
338,CAB.6.8.1,6.8.1,Integrating Functions Using Polynomial Division,6. Integration,6.8. Special Techniques for Integration,6. Integration/6.8. Special Techniques for Integration/Lessons/6.8.1. Integrating Functions Using Polynomial Division.md,6. Integration/6.8. Special Techniques for Integration/Source/6.8.1. Integrating Functions Using Polynomial Division,69,69,168
444,CAB.6.8.2,6.8.2,Integrating Functions by Completing the Square,6. Integration,6.8. Special Techniques for Integration,6. Integration/6.8. Special Techniques for Integration/Lessons/6.8.2. Integrating Functions by Completing the Square.md,6. Integration/6.8. Special Techniques for Integration/Source/6.8.2. Integrating Functions by Completing the Square,70,70,169
3215,CAB.7.1.1,7.1.1,Introduction to Differential Equations,7. Differential Equations,7.1. Introduction to Differential Equations,7. Differential Equations/7.1. Introduction to Differential Equations/Lessons/7.1.1. Introduction to Differential Equations.md,7. Differential Equations/7.1. Introduction to Differential Equations/Source/7.1.1. Introduction to Differential Equations,58,58,170
1181,CAB.7.1.2,7.1.2,Verifying Solutions of Differential Equations,7. Differential Equations,7.1. Introduction to Differential Equations,7. Differential Equations/7.1. Introduction to Differential Equations/Lessons/7.1.2. Verifying Solutions of Differential Equations.md,7. Differential Equations/7.1. Introduction to Differential Equations/Source/7.1.2. Verifying Solutions of Differential Equations,61,61,171
1061,CAB.7.1.3,7.1.3,Solving First-Order ODEs Using Direct Integration,7. Differential Equations,7.1. Introduction to Differential Equations,7. Differential Equations/7.1. Introduction to Differential Equations/Lessons/7.1.3. Solving First-Order ODEs Using Direct Integration.md,7. Differential Equations/7.1. Introduction to Differential Equations/Source/7.1.3. Solving First-Order ODEs Using Direct Integration,71,71,172
466,CAB.7.1.4,7.1.4,Solving First-Order ODEs Using Separation of Variables,7. Differential Equations,7.1. Introduction to Differential Equations,7. Differential Equations/7.1. Introduction to Differential Equations/Lessons/7.1.4. Solving First-Order ODEs Using Separation of Variables.md,7. Differential Equations/7.1. Introduction to Differential Equations/Source/7.1.4. Solving First-Order ODEs Using Separation of Variables,72,72,173
1179,CAB.7.1.5,7.1.5,Solving First-Order IVPs Using Separation of Variables,7. Differential Equations,7.1. Introduction to Differential Equations,7. Differential Equations/7.1. Introduction to Differential Equations/Lessons/7.1.5. Solving First-Order IVPs Using Separation of Variables.md,7. Differential Equations/7.1. Introduction to Differential Equations/Source/7.1.5. Solving First-Order IVPs Using Separation of Variables,73,73,174
2023,CAB.7.1.6,7.1.6,Modeling With First-Order ODEs,7. Differential Equations,7.1. Introduction to Differential Equations,7. Differential Equations/7.1. Introduction to Differential Equations/Lessons/7.1.6. Modeling With First-Order ODEs.md,7. Differential Equations/7.1. Introduction to Differential Equations/Source/7.1.6. Modeling With First-Order ODEs,63,63,175
3860,CAB.7.1.7,7.1.7,Further Modeling With First-Order ODEs,7. Differential Equations,7.1. Introduction to Differential Equations,7. Differential Equations/7.1. Introduction to Differential Equations/Lessons/7.1.7. Further Modeling With First-Order ODEs.md,7. Differential Equations/7.1. Introduction to Differential Equations/Source/7.1.7. Further Modeling With First-Order ODEs,67,67,176
876,CAB.7.1.8,7.1.8,Exponential Growth and Decay Models With First-Order ODEs,7. Differential Equations,7.1. Introduction to Differential Equations,7. Differential Equations/7.1. Introduction to Differential Equations/Lessons/7.1.8. Exponential Growth and Decay Models With First-Order ODEs.md,7. Differential Equations/7.1. Introduction to Differential Equations/Source/7.1.8. Exponential Growth and Decay Models With First-Order ODEs,74,74,177
3672,CAB.7.1.9,7.1.9,Exponential Growth and Decay Models With First-Order ODEs: Calculating Unknown Times and Initial Values,7. Differential Equations,7.1. Introduction to Differential Equations,7. Differential Equations/7.1. Introduction to Differential Equations/Lessons/7.1.9. Exponential Growth and Decay Models With First-Order ODEs- Calculating Unknown Times and Initial Values.md,7. Differential Equations/7.1. Introduction to Differential Equations/Source/7.1.9. Exponential Growth and Decay Models With First-Order ODEs- Calculating Unknown Times and Initial Values,75,75,178
3673,CAB.7.1.10,7.1.10,Exponential Growth and Decay Models With First-Order ODEs: Half-Life Problems,7. Differential Equations,7.1. Introduction to Differential Equations,7. Differential Equations/7.1. Introduction to Differential Equations/Lessons/7.1.10. Exponential Growth and Decay Models With First-Order ODEs- Half-Life Problems.md,7. Differential Equations/7.1. Introduction to Differential Equations/Source/7.1.10. Exponential Growth and Decay Models With First-Order ODEs- Half-Life Problems,76,76,179
2976,CAB.7.2.1,7.2.1,Qualitative Analysis of First-Order ODEs,7. Differential Equations,7.2. Qualitative Techniques for Differential Equations,7. Differential Equations/7.2. Qualitative Techniques for Differential Equations/Lessons/7.2.1. Qualitative Analysis of First-Order ODEs.md,7. Differential Equations/7.2. Qualitative Techniques for Differential Equations/Source/7.2.1. Qualitative Analysis of First-Order ODEs,72,72,180
3184,CAB.7.2.2,7.2.2,Equilibrium Solutions of First-Order ODEs,7. Differential Equations,7.2. Qualitative Techniques for Differential Equations,7. Differential Equations/7.2. Qualitative Techniques for Differential Equations/Lessons/7.2.2. Equilibrium Solutions of First-Order ODEs.md,7. Differential Equations/7.2. Qualitative Techniques for Differential Equations/Source/7.2.2. Equilibrium Solutions of First-Order ODEs,73,73,181
3276,CAB.7.3.1,7.3.1,Slope Fields for Directly Integrable Differential Equations,7. Differential Equations,7.3. Slope Fields,7. Differential Equations/7.3. Slope Fields/Lessons/7.3.1. Slope Fields for Directly Integrable Differential Equations.md,7. Differential Equations/7.3. Slope Fields/Source/7.3.1. Slope Fields for Directly Integrable Differential Equations,73,73,182
3351,CAB.7.3.2,7.3.2,Slope Fields for Autonomous Differential Equations,7. Differential Equations,7.3. Slope Fields,7. Differential Equations/7.3. Slope Fields/Lessons/7.3.2. Slope Fields for Autonomous Differential Equations.md,7. Differential Equations/7.3. Slope Fields/Source/7.3.2. Slope Fields for Autonomous Differential Equations,74,74,183
3352,CAB.7.3.3,7.3.3,Slope Fields for Nonautonomous Differential Equations,7. Differential Equations,7.3. Slope Fields,7. Differential Equations/7.3. Slope Fields/Lessons/7.3.3. Slope Fields for Nonautonomous Differential Equations.md,7. Differential Equations/7.3. Slope Fields/Source/7.3.3. Slope Fields for Nonautonomous Differential Equations,75,75,184
3219,CAB.7.3.4,7.3.4,Analyzing Slope Fields for Directly Integrable Differential Equations,7. Differential Equations,7.3. Slope Fields,7. Differential Equations/7.3. Slope Fields/Lessons/7.3.4. Analyzing Slope Fields for Directly Integrable Differential Equations.md,7. Differential Equations/7.3. Slope Fields/Source/7.3.4. Analyzing Slope Fields for Directly Integrable Differential Equations,74,74,185
3220,CAB.7.3.5,7.3.5,Analyzing Slope Fields for Autonomous Differential Equations,7. Differential Equations,7.3. Slope Fields,7. Differential Equations/7.3. Slope Fields/Lessons/7.3.5. Analyzing Slope Fields for Autonomous Differential Equations.md,7. Differential Equations/7.3. Slope Fields/Source/7.3.5. Analyzing Slope Fields for Autonomous Differential Equations,75,75,186
3350,CAB.7.3.6,7.3.6,Analyzing Slope Fields for Nonautonomous Differential Equations,7. Differential Equations,7.3. Slope Fields,7. Differential Equations/7.3. Slope Fields/Lessons/7.3.6. Analyzing Slope Fields for Nonautonomous Differential Equations.md,7. Differential Equations/7.3. Slope Fields/Source/7.3.6. Analyzing Slope Fields for Nonautonomous Differential Equations,76,76,187
1203,CAB.8.1.1,8.1.1,The Average Value of a Function,8. Applications of Integration,8.1. Applications of Integration,8. Applications of Integration/8.1. Applications of Integration/Lessons/8.1.1. The Average Value of a Function.md,8. Applications of Integration/8.1. Applications of Integration/Source/8.1.1. The Average Value of a Function,70,70,188
395,CAB.8.1.2,8.1.2,The Area Between Curves Expressed as Functions of X,8. Applications of Integration,8.1. Applications of Integration,8. Applications of Integration/8.1. Applications of Integration/Lessons/8.1.2. The Area Between Curves Expressed as Functions of X.md,8. Applications of Integration/8.1. Applications of Integration/Source/8.1.2. The Area Between Curves Expressed as Functions of X,70,70,189
402,CAB.8.1.3,8.1.3,The Area Between Curves Expressed as Functions of Y,8. Applications of Integration,8.1. Applications of Integration,8. Applications of Integration/8.1. Applications of Integration/Lessons/8.1.3. The Area Between Curves Expressed as Functions of Y.md,8. Applications of Integration/8.1. Applications of Integration/Source/8.1.3. The Area Between Curves Expressed as Functions of Y,71,71,190
311,CAB.8.1.4,8.1.4,Finding Areas Between Curves that Intersect at More Than Two Points,8. Applications of Integration,8.1. Applications of Integration,8. Applications of Integration/8.1. Applications of Integration/Lessons/8.1.4. Finding Areas Between Curves that Intersect at More Than Two Points.md,8. Applications of Integration/8.1. Applications of Integration/Source/8.1.4. Finding Areas Between Curves that Intersect at More Than Two Points,72,72,191
762,CAB.8.2.1,8.2.1,Calculating Velocity Using Integration,8. Applications of Integration,"8.2. Connecting Position, Velocity and Acceleration Using Integrals","8. Applications of Integration/8.2. Connecting Position, Velocity and Acceleration Using Integrals/Lessons/8.2.1. Calculating Velocity Using Integration.md","8. Applications of Integration/8.2. Connecting Position, Velocity and Acceleration Using Integrals/Source/8.2.1. Calculating Velocity Using Integration",71,71,192
3582,CAB.8.2.2,8.2.2,Determining Characteristics of Moving Objects Using Integration,8. Applications of Integration,"8.2. Connecting Position, Velocity and Acceleration Using Integrals","8. Applications of Integration/8.2. Connecting Position, Velocity and Acceleration Using Integrals/Lessons/8.2.2. Determining Characteristics of Moving Objects Using Integration.md","8. Applications of Integration/8.2. Connecting Position, Velocity and Acceleration Using Integrals/Source/8.2.2. Determining Characteristics of Moving Objects Using Integration",72,72,193
335,CAB.8.2.3,8.2.3,Calculating the Position Function of a Particle Using Integration,8. Applications of Integration,"8.2. Connecting Position, Velocity and Acceleration Using Integrals","8. Applications of Integration/8.2. Connecting Position, Velocity and Acceleration Using Integrals/Lessons/8.2.3. Calculating the Position Function of a Particle Using Integration.md","8. Applications of Integration/8.2. Connecting Position, Velocity and Acceleration Using Integrals/Source/8.2.3. Calculating the Position Function of a Particle Using Integration",72,72,194
3576,CAB.8.2.4,8.2.4,Calculating the Displacement of a Particle Using Integration,8. Applications of Integration,"8.2. Connecting Position, Velocity and Acceleration Using Integrals","8. Applications of Integration/8.2. Connecting Position, Velocity and Acceleration Using Integrals/Lessons/8.2.4. Calculating the Displacement of a Particle Using Integration.md","8. Applications of Integration/8.2. Connecting Position, Velocity and Acceleration Using Integrals/Source/8.2.4. Calculating the Displacement of a Particle Using Integration",73,73,195
636,CAB.8.2.5,8.2.5,Calculating the Total Distance Traveled by a Particle,8. Applications of Integration,"8.2. Connecting Position, Velocity and Acceleration Using Integrals","8. Applications of Integration/8.2. Connecting Position, Velocity and Acceleration Using Integrals/Lessons/8.2.5. Calculating the Total Distance Traveled by a Particle.md","8. Applications of Integration/8.2. Connecting Position, Velocity and Acceleration Using Integrals/Source/8.2.5. Calculating the Total Distance Traveled by a Particle",74,74,196
1079,CAB.8.2.6,8.2.6,"Average Position, Velocity, and Acceleration",8. Applications of Integration,"8.2. Connecting Position, Velocity and Acceleration Using Integrals","8. Applications of Integration/8.2. Connecting Position, Velocity and Acceleration Using Integrals/Lessons/8.2.6. Average Position, Velocity, and Acceleration.md","8. Applications of Integration/8.2. Connecting Position, Velocity and Acceleration Using Integrals/Source/8.2.6. Average Position, Velocity, and Acceleration",71,71,197
1083,CAB.8.3.1,8.3.1,Volumes of Solids with Square Cross Sections,8. Applications of Integration,8.3. Volumes of Solids With Known Cross Sections,8. Applications of Integration/8.3. Volumes of Solids With Known Cross Sections/Lessons/8.3.1. Volumes of Solids with Square Cross Sections.md,8. Applications of Integration/8.3. Volumes of Solids With Known Cross Sections/Source/8.3.1. Volumes of Solids with Square Cross Sections,72,72,198
1248,CAB.8.3.2,8.3.2,Volumes of Solids with Rectangular Cross Sections,8. Applications of Integration,8.3. Volumes of Solids With Known Cross Sections,8. Applications of Integration/8.3. Volumes of Solids With Known Cross Sections/Lessons/8.3.2. Volumes of Solids with Rectangular Cross Sections.md,8. Applications of Integration/8.3. Volumes of Solids With Known Cross Sections/Source/8.3.2. Volumes of Solids with Rectangular Cross Sections,73,73,199
1276,CAB.8.3.3,8.3.3,Volumes of Solids with Triangular Cross Sections,8. Applications of Integration,8.3. Volumes of Solids With Known Cross Sections,8. Applications of Integration/8.3. Volumes of Solids With Known Cross Sections/Lessons/8.3.3. Volumes of Solids with Triangular Cross Sections.md,8. Applications of Integration/8.3. Volumes of Solids With Known Cross Sections/Source/8.3.3. Volumes of Solids with Triangular Cross Sections,73,73,200
1280,CAB.8.3.4,8.3.4,Volumes of Solids with Circular Cross Sections,8. Applications of Integration,8.3. Volumes of Solids With Known Cross Sections,8. Applications of Integration/8.3. Volumes of Solids With Known Cross Sections/Lessons/8.3.4. Volumes of Solids with Circular Cross Sections.md,8. Applications of Integration/8.3. Volumes of Solids With Known Cross Sections/Source/8.3.4. Volumes of Solids with Circular Cross Sections,73,73,201
413,CAB.8.4.1,8.4.1,Volumes of Revolution Using the Disc Method: Rotation About the Coordinate Axes,8. Applications of Integration,8.4. Volumes of Revolution,8. Applications of Integration/8.4. Volumes of Revolution/Lessons/8.4.1. Volumes of Revolution Using the Disc Method- Rotation About the Coordinate Axes.md,8. Applications of Integration/8.4. Volumes of Revolution/Source/8.4.1. Volumes of Revolution Using the Disc Method- Rotation About the Coordinate Axes,71,71,202
1677,CAB.8.4.2,8.4.2,Volumes of Revolution Using the Disc Method: Rotation About Other Axes,8. Applications of Integration,8.4. Volumes of Revolution,8. Applications of Integration/8.4. Volumes of Revolution/Lessons/8.4.2. Volumes of Revolution Using the Disc Method- Rotation About Other Axes.md,8. Applications of Integration/8.4. Volumes of Revolution/Source/8.4.2. Volumes of Revolution Using the Disc Method- Rotation About Other Axes,72,72,203
414,CAB.8.4.3,8.4.3,Volumes of Revolution Using the Washer Method: Rotation About the Coordinate Axes,8. Applications of Integration,8.4. Volumes of Revolution,8. Applications of Integration/8.4. Volumes of Revolution/Lessons/8.4.3. Volumes of Revolution Using the Washer Method- Rotation About the Coordinate Axes.md,8. Applications of Integration/8.4. Volumes of Revolution/Source/8.4.3. Volumes of Revolution Using the Washer Method- Rotation About the Coordinate Axes,72,72,204
1082,CAB.8.4.4,8.4.4,Volumes of Revolution Using the Washer Method: Rotation About Other Axes,8. Applications of Integration,8.4. Volumes of Revolution,8. Applications of Integration/8.4. Volumes of Revolution/Lessons/8.4.4. Volumes of Revolution Using the Washer Method- Rotation About Other Axes.md,8. Applications of Integration/8.4. Volumes of Revolution/Source/8.4.4. Volumes of Revolution Using the Washer Method- Rotation About Other Axes,73,73,205
1832,CAB.9.1.1,9.1.1,Evaluating Expressions Using a Graphing Calculator,9. Applications of Technology,9.1. Using Graphing Calculators,9. Applications of Technology/9.1. Using Graphing Calculators/Lessons/9.1.1. Evaluating Expressions Using a Graphing Calculator.md,9. Applications of Technology/9.1. Using Graphing Calculators/Source/9.1.1. Evaluating Expressions Using a Graphing Calculator,48,48,206
3116,CAB.9.1.2,9.1.2,Finding Roots of Functions Using a Graphing Calculator,9. Applications of Technology,9.1. Using Graphing Calculators,9. Applications of Technology/9.1. Using Graphing Calculators/Lessons/9.1.2. Finding Roots of Functions Using a Graphing Calculator.md,9. Applications of Technology/9.1. Using Graphing Calculators/Source/9.1.2. Finding Roots of Functions Using a Graphing Calculator,49,49,207
3956,CAB.9.1.3,9.1.3,Finding Intersections of Functions Using a Graphing Calculator,9. Applications of Technology,9.1. Using Graphing Calculators,9. Applications of Technology/9.1. Using Graphing Calculators/Lessons/9.1.3. Finding Intersections of Functions Using a Graphing Calculator.md,9. Applications of Technology/9.1. Using Graphing Calculators/Source/9.1.3. Finding Intersections of Functions Using a Graphing Calculator,50,50,208
3128,CAB.9.1.4,9.1.4,Finding Extrema of Functions Using a Graphing Calculator,9. Applications of Technology,9.1. Using Graphing Calculators,9. Applications of Technology/9.1. Using Graphing Calculators/Lessons/9.1.4. Finding Extrema of Functions Using a Graphing Calculator.md,9. Applications of Technology/9.1. Using Graphing Calculators/Source/9.1.4. Finding Extrema of Functions Using a Graphing Calculator,67,67,209
3172,CAB.9.1.5,9.1.5,Finding Derivatives Using a Graphing Calculator,9. Applications of Technology,9.1. Using Graphing Calculators,9. Applications of Technology/9.1. Using Graphing Calculators/Lessons/9.1.5. Finding Derivatives Using a Graphing Calculator.md,9. Applications of Technology/9.1. Using Graphing Calculators/Source/9.1.5. Finding Derivatives Using a Graphing Calculator,57,57,210
4080,CAB.9.1.6,9.1.6,Finding Definite Integrals Using a Graphing Calculator,9. Applications of Technology,9.1. Using Graphing Calculators,9. Applications of Technology/9.1. Using Graphing Calculators/Lessons/9.1.6. Finding Definite Integrals Using a Graphing Calculator.md,9. Applications of Technology/9.1. Using Graphing Calculators/Source/9.1.6. Finding Definite Integrals Using a Graphing Calculator,69,69,211
3213,CAB.9.1.7,9.1.7,Exploring Functions Using Technology,9. Applications of Technology,9.1. Using Graphing Calculators,9. Applications of Technology/9.1. Using Graphing Calculators/Lessons/9.1.7. Exploring Functions Using Technology.md,9. Applications of Technology/9.1. Using Graphing Calculators/Source/9.1.7. Exploring Functions Using Technology,70,70,212
